"","zone_origin","akb","akb2007","aral","aral2007"
"1763","E01001806",2015.1555,1861.12794,3497.94634,2048.53288
"1764","E01001807",2181.50983,2002.52335,3906.66818,2275.54894
"1765","E01001808",2096.90657,1930.24415,3713.21221,2159.58188
"1766","E01001809",2208.20425,2034.84065,3948.08565,2298.18084
"1767","E01001811",2024.61409,1862.91141,3577.23278,2091.44335
"1768","E01001812",1859.22306,1714.39697,3256.09017,1912.56721
"1769","E01001813",2216.01776,2051.8632,3873.13945,2270.68156
"1770","E01001814",2032.38972,1871.38578,3619.8205,2109.38678
"1771","E01001815",1996.90192,1813.99341,3414.90435,1978.0264
"1772","E01001816",2108.52576,1882.78375,3569.29847,2056.78781
"1773","E01001819",1979.25087,1809.81743,3400.53491,1980.93815
"1774","E01001820",1974.84701,1805.88862,3404.89282,1987.86956
"1775","E01001821",1994.75509,1812.57417,3401.13728,1972.02354
"1776","E01001822",1897.69219,1734.2777,3326.32223,1942.56943
"1777","E01001823",1792.16123,1650.55913,3146.37641,1847.01969
"1778","E01001824",1908.2936,1748.8495,3359.695,1962.00183
"1779","E01001825",2087.84465,1920.19892,3778.18268,2219.11108
"1780","E01001826",2012.48327,1852.18542,3586.73436,2098.57399
"1781","E01001827",1979.77945,1811.8812,3494.09926,2034.37275
"1782","E01001828",1872.91791,1710.19713,3285.36051,1915.74846
"1783","E01001829",2008.15319,1851.69505,3588.57367,2086.01312
"1784","E01001830",2065.37399,1909.73455,3717.87727,2147.70356
"1785","E01001831",2090.2086,1904.52385,3736.96097,2168.23211
"1786","E01001832",2160.03654,1976.22216,3806.22509,2201.17296
"1787","E01001833",2128.42809,1942.50835,3744.87384,2168.50733
"1788","E01001834",2175.79169,1990.85333,3792.83736,2201.81844
"1789","E01001835",2226.52922,2035.22127,3880.81957,2251.71288
"1790","E01001836",1950.43196,1773.70646,3338.1126,1944.11798
"1791","E01001837",2251.5419,2039.2575,3830.16059,2209.31473
"1792","E01001838",2083.75071,1892.63362,3600.30778,2086.75192
"1793","E01001839",2225.07862,2021.77886,3850.05824,2226.81005
"1794","E01001840",1922.06,1751.1547,3327.03314,1934.531
"1795","E01001841",1921.07401,1747.16427,3331.67887,1935.7688
"1796","E01001842",2056.21996,1869.72159,3521.4251,2045.81723
"1797","E01001843",1832.22283,1671.15979,3144.75559,1835.0146
"1798","E01001844",2010.94735,1832.13303,3495.7021,2024.81393
"1799","E01001845",1899.11165,1732.31856,3317.70809,1926.23451
"1800","E01001846",2210.41791,2008.10064,3890.40756,2230.20545
"1801","E01001847",1898.37198,1737.60152,3342.07647,1938.87797
"1802","E01001848",1950.48584,1783.12268,3446.10267,1993.25815
"1803","E01001849",2037.22064,1854.30287,3604.8194,2083.50633
"1804","E01001850",1987.66505,1808.31204,3469.86507,2011.17053
"1805","E01001851",1976.47394,1868.13639,3438.51396,2092.25367
"1806","E01001852",2006.22948,1892.98366,3500.04093,2119.22507
"1807","E01001853",1916.6486,1811.3151,3323.50496,2002.67654
"1808","E01001854",2006.79112,1893.44649,3509.77813,2104.94087
"1809","E01001855",2321.14531,2195.29443,4058.46205,2475.39183
"1810","E01001856",2050.36334,1934.37348,3564.16519,2144.04694
"1811","E01001857",2160.38917,2035.76356,3815.24507,2260.05892
"1812","E01001858",1964.3414,1858.66246,3362.86569,2042.91851
"1813","E01001859",1868.27491,1796.49998,3098.47014,1933.80197
"1814","E01001860",1943.02297,1821.98567,3352.6375,2009.58145
"1815","E01001861",1879.89453,1767.31612,3225.831,1953.52486
"1816","E01001862",1895.12312,1786.91119,3284.33472,1980.37585
"1817","E01001863",1788.69974,1686.97616,3063.4319,1862.57353
"1818","E01001864",1855.60782,1752.16289,3173.28831,1930.18504
"1819","E01001865",1831.62614,1729.15243,3113.67434,1897.49886
"1820","E01001866",2119.61422,2003.31876,3658.23178,2247.20161
"1821","E01001867",2089.33657,1975.0188,3576.71471,2186.37464
"1822","E01001868",2095.52365,1980.65373,3600.38541,2209.87102
"1823","E01001869",1860.76824,1756.26685,3206.92923,1950.9338
"1824","E01001870",1907.05038,1800.24336,3289.96625,2016.02955
"1825","E01001871",2051.70335,1950.08541,3525.88705,2161.74879
"1826","E01001872",1912.09461,1806.16998,3287.94336,2011.09354
"1827","E01001873",2069.93513,1955.85227,3588.26408,2190.69513
"1828","E01001874",2194.99503,2073.29986,3918.20028,2317.52665
"1829","E01001875",1895.47634,1787.24133,3244.69482,1974.26053
"1830","E01001876",1947.78805,1832.73223,3368.58472,2025.47501
"1831","E01001877",2071.01726,1951.42676,3581.06135,2160.00174
"1832","E01001878",2048.75112,1937.08395,3513.20664,2134.80889
"1833","E01001879",1959.07148,1861.06682,3387.37036,2082.13751
"1834","E01001880",2362.51913,2229.27341,4098.56321,2531.45506
"1835","E01001881",2063.46981,1947.84613,3558.66649,2191.78154
"1836","E01001882",1951.72666,1848.21049,3358.8351,2067.43779
"1837","E01001883",2212.33161,2108.68969,3898.53216,2397.25142
"1838","E01001884",2021.03796,1912.87425,3472.10989,2142.64087
"1839","E01001885",2023.62466,1922.21922,3500.97291,2153.1482
"1840","E01001886",1890.78478,1795.07971,3260.45685,2003.15003
"1841","E01001887",1949.1245,1853.13841,3346.0871,2055.20913
"1842","E01001888",1602.69927,1512.70611,2746.01143,1683.92787
"1843","E01001889",2311.75435,2186.82026,3996.46528,2446.06207
"1844","E01001890",1947.24274,1846.39941,3342.50446,2052.57137
"1845","E01001891",1860.12106,1760.34556,3172.32795,1952.85669
"1846","E01001892",1908.74661,1804.99583,3286.8894,2013.58395
"1847","E01001893",2039.16835,1921.83134,3493.42614,2131.44058
"1848","E01001894",2070.25779,1967.64139,3534.37261,2162.70332
"1849","E01001895",2240.06971,2138.54648,3892.47655,2328.64806
"1850","E01001896",2246.10308,2155.20557,4001.6305,2364.83439
"1851","E01001897",2096.08139,1987.40309,3616.92848,2202.33308
"1852","E01001898",2161.91259,2051.93707,3735.6183,2281.29858
"1853","E01001899",2206.65124,2087.83212,3802.03757,2304.36714
"1854","E01001900",2027.69046,1921.26307,3484.73035,2129.61022
"1855","E01001901",1736.08767,1639.40829,2975.87895,1830.94566
"1856","E01001902",1853.01724,1750.42807,3185.35251,1959.32828
"1857","E01001903",1921.5685,1820.34768,3288.32715,2024.57705
"1858","E01001904",1859.57456,1752.80363,3177.62315,1955.08662
"1859","E01001905",1858.00815,1756.92745,3165.77978,1951.20536
"1860","E01001906",1906.11731,1796.96841,3256.06025,2006.98964
"1861","E01001907",2003.07312,1895.81424,3421.90491,2109.83084
"1862","E01001908",2025.15425,1916.78657,3496.2763,2146.21842
"1863","E01001909",2079.99342,1977.35376,3614.16623,2222.08486
"1864","E01001910",1900.44878,1795.95912,3268.80656,2001.7156
"1865","E01001911",2133.68569,2020.2787,3694.2513,2266.93163
"1866","E01001912",2240.3878,2159.03584,3855.83018,2381.39837
"1867","E01001913",2012.84278,1912.75074,3476.39521,2135.12059
"1868","E01001914",2223.87008,2103.64782,3842.98551,2355.86378
"1869","E01001915",2244.28329,2106.15016,3862.58467,2401.91058
"1870","E01001916",2254.31928,2131.60974,3856.44461,2396.98252
"1871","E01001917",1765.9211,1668.47144,3021.97187,1859.18392
"1872","E01001918",1904.11514,1815.03859,3242.59772,1999.84647
"1873","E01001919",1638.8813,1548.6844,2803.8801,1720.82956
"1874","E01001920",2247.05971,2117.57215,3866.60551,2383.69618
"1875","E01001921",2258.37529,2116.31526,3854.12312,2371.41828
"1876","E01001922",2011.47134,1896.74604,3448.79818,2127.96233
"1877","E01001923",3045.0646,2610.59954,4409.76855,2703.24045
"1878","E01001924",2058.18311,1930.75795,3531.1238,2178.2203
"1879","E01001925",2024.53731,1904.23856,3493.98691,2145.41002
"1880","E01001926",2180.94811,2107.78385,3705.91183,2358.53333
"1881","E01001927",1686.01785,1590.46139,2872.19646,1760.35888
"1882","E01001928",1990.33545,1881.41729,3419.91462,2075.3897
"1883","E01001929",2028.89494,1931.06282,3508.80931,2136.20893
"1884","E01001930",2063.56673,1958.74316,3497.30681,2138.15059
"1885","E01001931",2133.78264,2015.59127,3615.19838,2211.35061
"1886","E01001932",2028.40242,1912.67251,3446.95268,2112.40137
"1887","E01001933",2070.81582,1967.60916,3514.97618,2150.72966
"1888","E01001934",1768.08232,1660.13857,3029.95034,1862.35595
"1889","E01001935",1819.20021,1708.14419,3111.86434,1906.47988
"1890","E01001937",2026.79583,1901.53454,3469.73086,2134.89827
"1891","E01001938",2121.79357,1999.12541,3625.54434,2225.02079
"1892","E01001939",2294.46829,2203.40797,3948.36227,2484.89269
"1893","E01001940",2211.49105,2100.93564,3893.6655,2305.63726
"1894","E01001941",2255.88693,2111.7388,4022.49184,2343.24351
"1895","E01001942",2121.40578,1989.1519,3784.80324,2235.78544
"1896","E01001943",2214.82742,2101.95746,3821.98157,2341.99527
"1897","E01001944",2196.49337,2070.83784,3825.34061,2278.20052
"1898","E01001945",1950.88201,1830.85766,3409.06663,2046.65977
"1899","E01001946",1999.63597,1878.17077,3480.25586,2084.27585
"1900","E01001947",2032.52171,1917.38281,3502.59481,2157.88996
"1901","E01001948",2173.53944,2054.88025,3752.11788,2318.74694
"1902","E01001949",1840.61291,1738.09134,3155.7866,1944.30837
"1903","E01001950",2069.82787,1953.13435,3563.34035,2199.10206
"1904","E01001951",2164.38622,2015.13258,3699.3156,2245.50907
"1905","E01001952",2047.53654,1924.29976,3505.08095,2173.03688
"1906","E01001953",2227.8872,2108.21428,3867.47806,2379.13284
"1907","E01001954",1967.64001,1841.62716,3552.50763,2125.48082
"1908","E01001955",1947.53561,1832.00877,3385.4513,2038.06743
"1909","E01001956",1890.47716,1779.58266,3265.48204,1974.48033
"1910","E01001957",1937.47275,1819.44898,3342.50597,2017.41643
"1911","E01001958",1861.04564,1749.83123,3209.09658,1939.79031
"1912","E01001959",1880.39912,1773.83624,3236.97712,1962.70628
"1913","E01001960",1885.31059,1770.47704,3268.82059,1967.82512
"1914","E01001961",1963.67691,1834.75762,3404.07043,2039.42946
"1915","E01001962",1794.54115,1664.8666,3104.10864,1846.52657
"1916","E01001963",1632.92672,1521.07784,2823.73086,1690.79208
"1917","E01001964",1938.30945,1802.64423,3360.71449,1992.38961
"1918","E01001965",1567.26355,1454.08717,2702.70585,1611.26332
"1919","E01001966",1773.14043,1644.65794,3061.86513,1822.93261
"1920","E01001967",1524.86593,1417.48275,2630.8874,1575.10276
"1921","E01001968",1641.68923,1529.97305,2853.5242,1718.94279
"1922","E01001969",1697.97098,1577.10402,2971.68237,1762.70502
"1923","E01001970",2006.37155,1856.48113,3473.9017,2054.15602
"1924","E01001971",1809.38176,1675.41649,3166.48216,1872.18778
"1925","E01001972",2021.82631,1867.49197,3493.51746,2075.06706
"1926","E01001973",1885.22507,1747.97942,3279.50836,1944.44911
"1927","E01001974",1956.95189,1811.94675,3382.77893,2003.77401
"1928","E01001975",1593.51445,1479.40395,2756.12795,1641.636
"1929","E01001976",1884.32187,1738.402,3368.28541,1963.70241
"1930","E01001977",1712.08155,1581.16819,3015.19342,1771.14762
"1931","E01001978",1882.04554,1736.76828,3341.6354,1952.3903
"1932","E01001979",1982.01118,1830.76172,3514.904,2054.54139
"1933","E01001980",1708.4205,1578.22282,3004.74477,1764.70116
"1934","E01001981",2034.94668,1879.63173,3610.52386,2104.41376
"1935","E01001982",1872.10159,1728.65893,3312.1429,1934.36131
"1936","E01001983",1802.96866,1663.72287,3179.93896,1856.52781
"1937","E01001984",1804.18969,1686.61719,3129.54404,1862.56676
"1938","E01001985",1630.4276,1520.84992,2814.9442,1682.2025
"1939","E01001986",1903.16932,1768.36634,3290.69962,1950.48844
"1940","E01001987",1578.84957,1474.37431,2713.76859,1626.30858
"1941","E01001988",1937.91258,1812.53457,3403.11293,2026.35111
"1942","E01001989",1930.81548,1817.19679,3391.80788,2030.46097
"1943","E01001990",1970.18491,1834.12282,3383.74053,2013.11503
"1944","E01001991",1672.20412,1565.21244,2914.69024,1757.64601
"1945","E01001992",1746.87049,1632.92791,2996.47285,1801.2125
"1946","E01001993",1474.23656,1376.87241,2531.83174,1523.37965
"1947","E01001994",1830.89622,1721.08339,3143.42304,1889.27056
"1948","E01001995",1583.32628,1472.53168,2724.88394,1631.39212
"1949","E01001996",1424.58013,1329.66124,2453.03774,1475.84627
"1950","E01001997",1620.17272,1509.98225,2792.10022,1679.18995
"1951","E01001998",1937.54087,1788.94983,3413.44797,2008.37061
"1952","E01001999",1883.72568,1741.33143,3327.15176,1956.85674
"1953","E01002000",1627.23368,1508.50959,2836.94203,1678.53205
"1954","E01002001",1704.93156,1581.00609,2944.87366,1744.89743
"1955","E01002002",2492.70051,2305.26496,4372.21675,2563.51312
"1956","E01002003",2043.37651,1892.06172,3610.90793,2118.03519
"1957","E01002004",1743.56368,1615.31476,3037.48839,1795.80392
"1958","E01002005",1807.2081,1692.47538,3084.08128,1850.6185
"1959","E01002006",1896.16474,1776.7945,3239.47972,1941.84749
"1960","E01002007",1967.22111,1844.75482,3364.10797,2015.30336
"1961","E01002008",1828.01874,1731.19999,3096.87744,1876.89928
"1962","E01002009",1938.90479,1818.09637,3305.91382,1977.86128
"1963","E01002010",1812.23592,1709.43443,3134.21819,1907.08785
"1964","E01002011",1957.47123,1832.2083,3340.45343,2004.59578
"1965","E01002013",1830.29653,1699.81562,3170.40987,1883.12334
"1966","E01002014",2020.33006,1877.44241,3518.03849,2077.29782
"1967","E01002015",1939.35763,1807.03496,3366.88173,1995.75719
"1968","E01002016",2078.86295,1934.88027,3612.92269,2134.79112
"1969","E01002017",2001.11485,1865.11091,3469.25527,2063.11726
"1970","E01002018",1639.47381,1522.18587,2830.61198,1685.21482
"1971","E01002019",1778.84852,1663.19838,3088.05355,1845.95239
"1972","E01002020",1716.74502,1596.77516,2969.60125,1774.37327
"1973","E01002021",1783.45311,1657.0992,3089.61306,1836.95504
"1974","E01002022",1683.57385,1574.2016,2889.46429,1736.7704
"1975","E01002023",1523.6299,1423.67276,2637.61687,1584.86218
"1976","E01002024",1867.40498,1745.0437,3247.65221,1948.29087
"1977","E01002025",1787.92384,1673.09891,3068.4713,1843.17789
"1978","E01002026",1898.71585,1759.09412,3321.77576,1956.10699
"1979","E01002027",1660.40013,1537.36293,2900.52702,1718.44164
"1980","E01002028",1844.64658,1705.02108,3254.07848,1912.96724
"1981","E01002029",1933.02547,1787.99601,3397.78814,2008.65003
"1982","E01002030",1962.47404,1816.35611,3436.74073,2026.97925
"1983","E01002031",2060.7853,1902.30734,3645.38456,2138.81157
"1984","E01002032",1789.57118,1655.5959,3151.23976,1856.75402
"1985","E01002033",1835.31976,1698.21065,3224.58679,1907.08801
"1986","E01002034",1856.40123,1713.12365,3257.08246,1915.43205
"1987","E01002036",1770.46402,1637.46727,3103.80722,1838.41985
"1988","E01002037",1731.1164,1596.99689,3051.4799,1791.1005
"1989","E01002038",1863.20137,1724.8406,3296.82521,1933.46289
"1990","E01002039",1928.87718,1780.2267,3378.35456,1984.51493
"1991","E01002040",1822.77375,1683.75857,3214.33778,1885.68241
"1992","E01002041",1576.50144,1456.6071,2760.27414,1628.31117
"1993","E01002042",1825.76881,1687.38324,3223.86111,1881.02643
"1994","E01002043",1839.033,1699.40431,3245.18711,1897.57078
"1995","E01002044",1926.69855,1786.5993,3394.44892,1990.53008
"1996","E01002045",1855.68579,1714.00648,3270.68154,1910.5013
"1997","E01002046",2251.99189,2076.25289,4026.14195,2328.8592
"1998","E01002047",2093.85128,1938.80749,3696.39122,2163.54614
"1999","E01002048",1898.69224,1754.83466,3352.07902,1963.89011
"2000","E01002049",1778.11872,1643.3897,3142.65865,1830.27709
"2001","E01002050",1767.20984,1633.22639,3099.93685,1822.44912
"2002","E01002051",2067.31356,1908.152,3677.70517,2148.43148
"2003","E01002052",1817.25894,1676.83851,3196.21691,1876.23376
"2004","E01002053",1969.24562,1816.87057,3479.11451,2033.99828
"2005","E01002054",2203.1787,2023.86937,3907.51422,2264.7509
"2006","E01002055",2063.19551,1900.95578,3681.19207,2145.58359
"2007","E01002056",2066.65254,1906.68016,3648.12188,2125.33843
"2008","E01002057",1824.01782,1688.38915,3186.31273,1876.51355
"2009","E01002058",2152.5498,1992.28656,3763.95366,2212.64132
"2010","E01002059",1765.08894,1639.84631,3041.1725,1806.53509
"2011","E01002060",1844.33813,1718.7695,3199.15942,1899.7981
"2012","E01002061",2240.79267,2078.3695,3880.46614,2286.73177
"2013","E01002062",2094.79092,1947.08445,3638.66247,2149.7781
"2014","E01002063",1920.84388,1784.81819,3313.05525,1964.13758
"2015","E01002064",2117.41866,1961.46192,3658.88772,2166.58405
"2016","E01002065",2006.44549,1859.92901,3460.69729,2049.0144
"2017","E01002066",2360.60115,2173.89062,4214.31244,2438.39541
"2018","E01002067",1840.91645,1699.32031,3268.13413,1906.79891
"2019","E01002068",2093.73242,1929.17443,3697.95908,2155.28377
"2020","E01002069",2230.60946,2053.75549,3944.3356,2293.77341
"2021","E01002070",1955.23049,1803.03047,3457.90258,2015.70566
"2022","E01002071",2122.03114,1958.37422,3772.02201,2191.12757
"2023","E01002072",2191.82747,2020.34241,3933.20451,2275.80293
"2024","E01002073",2348.43482,2159.61193,4209.39256,2430.2362
"2025","E01002074",1855.22548,1714.14198,3304.28269,1933.04469
"2026","E01002075",2040.59965,1882.95335,3574.58299,2089.87067
"2027","E01002076",1720.8225,1586.05733,3021.46754,1773.79112
"2028","E01002077",1876.7208,1734.54638,3315.31765,1938.56099
"2029","E01002078",2021.08543,1859.41958,3548.851,2073.23378
"2030","E01002079",1799.61055,1661.09489,3165.05222,1857.22355
"2031","E01002080",2221.086,2033.83986,3929.26056,2280.53906
"2032","E01002081",1963.21197,1812.9065,3482.88701,2031.60387
"2033","E01002082",1766.50539,1629.69369,3132.17706,1835.75686
"2034","E01002083",1949.96235,1804.54309,3439.17185,2023.58595
"2035","E01002084",1772.65573,1637.10506,3130.73795,1830.85106
"2036","E01002085",2123.41099,1958.79067,3776.24373,2215.34146
"2037","E01002086",1739.36217,1606.03375,3073.71486,1802.45715
"2038","E01002087",1836.06348,1696.50204,3238.44079,1895.98855
"2039","E01002088",1828.76585,1689.53498,3228.3256,1899.53563
"2040","E01002089",1752.28521,1621.20484,3080.72218,1811.56552
"2041","E01002090",1603.87494,1484.56852,2817.48001,1668.889
"2042","E01002091",1666.38637,1538.32242,2940.67626,1737.11969
"2043","E01002092",1758.97443,1627.67605,3108.84185,1832.31672
"2044","E01002093",1666.64296,1539.11219,2922.25142,1728.73898
"2045","E01002094",1651.01571,1522.89267,2915.7693,1718.14607
"2046","E01002095",1810.10158,1671.8245,3215.71024,1877.54245
"2047","E01002096",1691.80006,1564.64184,2981.45096,1762.66666
"2048","E01002097",1786.03281,1653.03002,3132.44241,1849.48161
"2049","E01002098",1942.05087,1795.92716,3423.88649,2012.2265
"2050","E01002099",1818.44238,1679.58873,3194.23345,1885.03445
"2051","E01002100",1781.30269,1650.3697,3140.68586,1851.60913
"2052","E01002101",1557.88037,1444.99273,2701.31614,1607.49857
"2053","E01002102",1832.91858,1699.9683,3208.98496,1892.28793
"2054","E01002103",1768.14137,1631.72821,3098.65364,1832.39628
"2055","E01002104",1681.6762,1555.20375,2933.49608,1739.16377
"2056","E01002105",1903.90085,1763.57779,3356.20473,1983.63847
"2057","E01002106",1493.37488,1398.64701,2521.61807,1537.21649
"2058","E01002107",1303.51965,1220.68894,2215.02364,1349.97706
"2059","E01002108",1534.74958,1440.66449,2590.57782,1578.59933
