"","zone_origin","akb","akb2007","aral","aral2007"
"1340","E01001359",1492.39109,1390.60989,2579.5143,1578.99178
"1341","E01001360",1459.28142,1363.77164,2484.20826,1513.96084
"1342","E01001361",1559.65031,1458.84915,2638.537,1608.38614
"1343","E01001362",1703.38736,1591.21039,2910.12086,1773.44999
"1344","E01001363",1434.58465,1337.87679,2471.73036,1502.5713
"1345","E01001364",1341.3288,1252.69533,2290.22554,1398.96747
"1346","E01001365",1355.8456,1267.1029,2297.66321,1404.17375
"1347","E01001366",1280.47513,1194.29476,2162.81252,1323.23778
"1348","E01001367",1554.78173,1450.38151,2609.2233,1602.45676
"1349","E01001368",1268.30173,1182.98534,2139.18301,1308.84942
"1350","E01001369",1553.20343,1441.02377,2640.27368,1605.53508
"1351","E01001370",1350.56995,1259.65821,2285.2189,1416.54841
"1352","E01001371",1378.2009,1282.02475,2315.90472,1419.13307
"1353","E01001372",1377.04702,1281.4429,2323.47955,1420.87533
"1354","E01001373",1540.55747,1439.78327,2609.2423,1592.82002
"1355","E01001374",1705.54497,1609.49748,2905.21731,1783.05593
"1356","E01001375",1781.36651,1684.13317,3024.42158,1857.03559
"1357","E01001376",1771.27562,1676.99037,3019.13649,1852.108
"1358","E01001377",1986.16403,1879.55178,3381.16814,2080.19371
"1359","E01001379",1707.0371,1612.77199,2908.09261,1786.06227
"1360","E01001380",2069.38457,1956.70916,3498.45746,2149.19812
"1361","E01001381",1738.48466,1635.85371,2984.79786,1816.51912
"1362","E01001382",1595.45761,1500.54533,2700.87064,1656.71382
"1363","E01001383",1598.40978,1500.74097,2708.43812,1661.98781
"1364","E01001384",1759.81513,1649.96494,2979.0654,1833.74819
"1365","E01001385",1736.62874,1634.16781,2942.55103,1807.26387
"1366","E01001386",1915.17746,1814.53681,3243.21878,1989.48803
"1367","E01001387",1899.76048,1787.61068,3272.23585,2002.64704
"1368","E01001388",1924.28932,1809.62659,3264.56257,1996.58645
"1369","E01001389",1729.13482,1627.79788,2942.38376,1799.38506
"1370","E01001390",1879.88457,1743.73208,3257.09115,1930.43335
"1371","E01001391",1763.34324,1638.98972,3068.31573,1827.58186
"1372","E01001392",1632.99351,1515.38556,2814.22744,1675.89426
"1373","E01001393",1833.8503,1701.10507,3178.27779,1891.26312
"1374","E01001394",1766.32161,1644.54095,3064.53428,1822.89714
"1375","E01001395",1432.51847,1326.69367,2494.36241,1485.03707
"1376","E01001396",1673.49566,1554.46693,2905.09802,1727.77208
"1377","E01001397",1572.87175,1464.65879,2757.31273,1645.77146
"1378","E01001398",1601.04812,1486.08864,2821.72932,1672.42999
"1379","E01001399",1543.4505,1428.38,2703.82055,1604.158
"1380","E01001400",1528.09519,1415.00775,2677.90069,1587.20309
"1381","E01001401",1540.62278,1426.77986,2704.53318,1602.1731
"1382","E01001402",1556.4565,1446.18437,2746.15581,1638.37648
"1383","E01001403",1565.13613,1427.8249,2763.37372,1643.43991
"1384","E01001404",1553.84187,1433.77784,2736.8179,1625.32403
"1385","E01001405",1577.70821,1458.26478,2754.90209,1628.77532
"1386","E01001406",1623.3703,1500.35222,2849.04741,1690.29163
"1387","E01001407",1361.85114,1258.9133,2365.07448,1409.89995
"1388","E01001408",1440.39851,1329.40174,2501.49227,1502.31758
"1389","E01001409",1388.16001,1272.17246,2399.69757,1422.21826
"1390","E01001410",1204.75791,1112.61701,2095.04175,1246.39522
"1391","E01001411",1408.70471,1305.02637,2447.89689,1464.02237
"1392","E01001412",1188.06032,1101.14951,2056.32487,1230.46366
"1393","E01001413",1258.44374,1158.43682,2203.40229,1305.47593
"1394","E01001414",1459.79418,1351.80833,2535.06992,1523.07874
"1395","E01001415",1437.55475,1336.85791,2464.93477,1474.7364
"1396","E01001416",1318.16431,1224.57503,2265.40509,1356.43075
"1397","E01001417",1355.27,1259.63294,2326.57864,1392.60036
"1398","E01001418",1508.95107,1404.67766,2611.8929,1562.75492
"1399","E01001419",1532.7076,1425.59546,2639.04197,1579.3107
"1400","E01001420",1442.63669,1342.85701,2489.13964,1492.66641
"1401","E01001421",1565.01275,1457.76636,2724.81566,1624.63336
"1402","E01001422",1571.97335,1462.64684,2693.73231,1609.59895
"1403","E01001423",1829.15831,1690.91681,3301.61588,1928.38297
"1404","E01001424",1575.72862,1457.74007,2760.88293,1631.09678
"1405","E01001425",1816.90012,1682.61403,3241.36641,1905.45567
"1406","E01001426",1480.30144,1367.7732,2583.64892,1527.79381
"1407","E01001427",1870.17898,1721.53806,3277.63501,1925.84252
"1408","E01001428",1548.8482,1433.56342,2712.07373,1604.44934
"1409","E01001429",1884.63562,1749.7049,3306.08046,1948.4989
"1410","E01001430",1685.85358,1560.82839,2990.76894,1763.75241
"1411","E01001431",1514.02475,1397.11151,2643.22577,1562.14391
"1412","E01001432",1668.45882,1546.83743,2934.02944,1737.97425
"1413","E01001433",1572.28034,1446.56336,2741.42704,1615.4039
"1414","E01001434",1664.57913,1531.70544,2898.41154,1706.56194
"1415","E01001435",1428.48798,1316.68825,2488.66733,1470.75953
"1416","E01001436",1552.01522,1425.84256,2690.92459,1586.55796
"1417","E01001437",1624.55992,1499.49543,2845.62022,1675.21774
"1418","E01001438",1771.36766,1627.68229,3072.93217,1803.03981
"1419","E01001439",1377.20097,1270.90444,2401.32436,1421.68906
"1420","E01001440",1469.88249,1353.53398,2568.52346,1513.59818
"1421","E01001441",1503.19741,1384.75207,2650.43222,1557.90398
"1422","E01001442",1524.71727,1404.69477,2671.12673,1577.32639
"1423","E01001444",1278.47884,1179.1908,2219.9599,1316.9278
"1424","E01001445",1561.08427,1439.06712,2722.8871,1604.16493
"1425","E01001446",1404.41921,1295.00081,2446.05529,1446.43333
"1426","E01001447",1626.82386,1498.07573,2843.41655,1673.51275
"1427","E01001448",1661.39311,1526.98534,2904.66473,1705.36955
"1428","E01001449",1763.08679,1621.19562,3079.22931,1808.17039
"1429","E01001450",1554.1572,1439.41751,2696.32347,1611.38775
"1430","E01001451",1478.30354,1369.18653,2604.50517,1544.46215
"1431","E01001452",1504.88565,1387.50336,2618.72852,1560.28705
"1432","E01001453",1523.50947,1414.23764,2622.78734,1569.18735
"1433","E01001454",1475.8512,1364.99862,2543.36801,1521.45164
"1434","E01001455",1489.60243,1376.37555,2620.92714,1559.42889
"1435","E01001456",1456.21127,1346.15469,2514.9413,1502.78922
"1436","E01001457",1636.12517,1518.42078,2851.0808,1697.4638
"1437","E01001458",1680.65103,1558.45563,2964.1175,1751.48643
"1438","E01001459",1463.79372,1353.0694,2560.75802,1521.7222
"1439","E01001460",1856.33227,1711.60149,3377.7222,1964.78725
"1440","E01001461",1601.34784,1467.90447,2822.4226,1678.13484
"1441","E01001462",1722.89966,1592.5448,3052.64608,1797.74261
"1442","E01001463",1411.99356,1305.97266,2464.25798,1463.24377
"1443","E01001464",1591.51605,1472.82535,2792.18107,1652.68703
"1444","E01001465",1579.56071,1466.23967,2781.90362,1654.34955
"1445","E01001466",1496.68386,1385.77217,2616.97344,1551.59974
"1446","E01001467",1480.74,1371.10559,2591.11772,1538.62893
"1447","E01001468",1368.87429,1266.851,2378.44869,1420.75042
"1448","E01001469",1416.36752,1312.29983,2458.06059,1465.03915
"1449","E01001470",1497.28939,1393.50003,2592.13172,1547.60272
"1450","E01001471",1222.74638,1133.5305,2118.3793,1265.78644
"1451","E01001472",1349.70729,1251.55824,2339.57115,1396.53892
"1452","E01001473",1510.48694,1399.49293,2589.5519,1549.99571
"1453","E01001474",1516.75185,1406.91985,2635.60742,1569.50638
"1454","E01001475",1240.15699,1152.0585,2133.23631,1278.67315
"1455","E01001476",1535.38065,1423.97005,2689.37163,1586.09476
"1456","E01001477",1538.75291,1421.16407,2689.15531,1582.35467
"1457","E01001478",1570.57208,1449.17981,2745.18262,1622.44652
"1458","E01001479",1599.56576,1484.73241,2796.3625,1649.52092
"1459","E01001480",1468.58757,1358.34849,2572.50564,1527.34637
"1460","E01001481",1517.15698,1401.56072,2647.37259,1560.97578
"1461","E01001482",1540.05157,1434.0518,2692.74585,1591.43187
"1462","E01001483",1480.19214,1367.49593,2581.67295,1526.07333
"1463","E01001484",1422.7327,1314.12202,2481.01013,1468.52199
"1464","E01001485",1691.65856,1569.09208,2980.40739,1753.73022
"1465","E01001486",1560.45219,1443.42315,2730.13143,1613.78033
"1466","E01001487",1560.62929,1445.54682,2748.6016,1620.42501
"1467","E01001488",1543.68123,1429.13991,2703.61238,1599.46163
"1468","E01001489",1604.68839,1487.44692,2805.01524,1655.57764
"1469","E01001491",1626.95828,1509.38306,2861.04277,1689.50775
"1470","E01001492",1562.69199,1453.69709,2709.16877,1604.20178
"1471","E01001493",1686.7606,1555.73348,2894.52045,1724.53234
"1472","E01001494",1416.37552,1314.11155,2450.78526,1463.85458
"1473","E01001495",1805.55424,1668.7123,3091.87685,1842.84779
"1474","E01001496",1634.55257,1514.9387,2816.70496,1679.10352
"1475","E01001497",1370.65655,1269.17133,2393.46574,1423.73194
"1476","E01001498",1986.31158,1840.87785,3397.28543,2014.96452
"1477","E01001499",1577.25207,1466.05796,2769.81193,1645.20113
"1478","E01001500",1660.97201,1544.86414,2881.92468,1716.4857
"1479","E01001501",1854.71152,1719.49743,3217.72943,1913.53942
"1480","E01001502",1621.85195,1509.25897,2841.99674,1675.79311
"1481","E01001503",1660.39438,1524.18174,2868.71737,1679.80348
"1482","E01001504",1505.49584,1390.88919,2640.06671,1556.5518
"1483","E01001505",1565.19496,1447.75972,2754.20167,1619.22945
"1484","E01001506",1667.29515,1537.89094,2911.64712,1712.93036
"1485","E01001507",1587.4923,1473.30177,2763.32712,1631.80426
"1486","E01001508",1647.10646,1521.81837,2905.96436,1709.85268
"1487","E01001509",1583.56694,1461.30202,2759.19424,1626.52671
"1488","E01001510",1893.49654,1743.9371,3303.51552,1936.21115
"1489","E01001511",1466.15833,1354.42592,2566.87758,1520.42551
"1490","E01001512",1561.45918,1441.05314,2770.78597,1642.76121
"1491","E01001513",1484.85684,1373.57192,2595.97466,1536.75865
"1492","E01001514",1617.21381,1498.10248,2842.87807,1679.25708
"1493","E01001515",1564.64001,1450.79278,2742.67248,1620.56221
"1494","E01001516",1346.77825,1235.61512,2310.65399,1365.39239
"1495","E01001517",1375.04793,1262.40233,2417.82404,1427.56105
"1496","E01001518",1568.9974,1456.55709,2752.97935,1628.86448
"1497","E01001519",1647.61495,1528.85613,2820.41079,1687.30286
"1498","E01001520",1653.04399,1535.68989,2847.81055,1699.33521
"1499","E01001521",1740.94102,1621.08818,3004.44726,1789.2965
"1500","E01001522",1442.4827,1337.62993,2483.78095,1488.74475
"1501","E01001523",1429.37811,1326.555,2458.74888,1471.56974
"1502","E01001524",1690.35637,1570.33176,2913.29098,1737.93707
"1503","E01001525",1500.73912,1396.02922,2583.73404,1545.24216
"1504","E01001526",1614.22781,1497.53667,2771.22154,1656.3478
"1505","E01001527",1806.78859,1684.33421,3104.29174,1843.41919
"1506","E01001528",2094.97665,1944.42553,3610.45676,2139.57445
"1507","E01001529",1843.93545,1708.59306,3172.0879,1887.96422
"1508","E01001530",1873.96936,1741.76715,3230.35691,1921.05118
"1509","E01001531",1591.23401,1477.20038,2737.60804,1633.11455
"1510","E01001532",1848.47561,1712.14035,3188.04249,1898.19615
"1511","E01001533",1915.16161,1780.02983,3300.29792,1963.74365
"1512","E01001534",1962.99135,1822.93081,3374.38986,2007.6323
"1513","E01001535",1786.25204,1660.10813,3124.65127,1858.31849
"1514","E01001536",1552.6175,1442.16909,2724.71446,1612.86403
"1515","E01001537",1339.56609,1236.21213,2333.09025,1399.14046
"1516","E01001538",1382.44869,1277.93258,2414.17912,1436.21012
"1517","E01001539",1356.94603,1253.57926,2368.28077,1421.60933
"1518","E01001540",1401.37409,1297.41502,2418.65306,1447.32966
"1519","E01001541",1404.62155,1299.87606,2441.37294,1459.25073
"1520","E01001542",1384.64263,1278.22314,2417.27146,1442.22517
"1521","E01001543",1454.51319,1346.60187,2554.16083,1516.25407
"1522","E01001544",1493.4446,1380.72911,2655.29978,1574.54257
"1523","E01001545",1251.03032,1154.81136,2179.00328,1292.83219
"1524","E01001546",1244.50362,1147.92206,2163.00536,1284.09149
"1525","E01001547",1535.42774,1416.74857,2701.68337,1593.50396
"1526","E01001548",1481.70111,1370.89555,2585.89787,1528.83528
"1527","E01001549",1483.09246,1349.3886,2578.98137,1520.822
"1528","E01001550",1485.9644,1359.75293,2736.30465,1613.69566
"1529","E01001551",1089.20898,1006.12616,1890.07193,1125.52417
"1530","E01001552",1131.30541,1043.68296,1960.22112,1166.18072
"1531","E01001553",1609.16513,1486.42518,2824.72999,1673.31231
"1532","E01001554",1687.20249,1559.1216,2971.5274,1754.83325
"1533","E01001555",1626.01008,1508.31016,2873.30236,1694.86696
"1534","E01001556",1569.48134,1456.6157,2757.78935,1639.52203
"1535","E01001557",1446.67231,1337.76239,2532.49087,1501.08369
"1536","E01001558",1750.87902,1626.00959,3071.11556,1816.97132
"1537","E01001559",1647.41385,1521.55182,2910.69056,1717.51257
"1538","E01001560",1548.35623,1431.456,2714.0395,1613.56245
"1539","E01001562",1529.2248,1413.22705,2675.35255,1586.93956
"1540","E01001563",1756.87113,1631.82942,3045.04603,1814.42098
"1541","E01001564",1640.50465,1522.14652,2880.13619,1716.21991
"1542","E01001565",1597.21898,1481.17051,2746.30753,1638.06599
"1543","E01001566",1943.01522,1801.21406,3380.69469,2013.14229
"1544","E01001567",1466.72984,1361.56304,2523.59977,1511.6864
"1545","E01001568",1302.80727,1209.30082,2238.10571,1339.91698
"1546","E01001569",1594.12627,1469.65696,2719.27238,1623.50136
"1547","E01001570",1617.39044,1495.75285,2784.51619,1661.07781
"1548","E01001571",1284.49197,1179.2815,2217.20819,1333.59627
"1549","E01001572",1472.34677,1357.80327,2571.39852,1546.21227
"1550","E01001573",1353.16297,1239.77526,2343.96746,1405.45561
"1551","E01001574",1301.74817,1196.01044,2257.24284,1357.7711
"1552","E01001575",1349.05584,1236.95509,2331.12611,1399.73044
"1553","E01001576",1265.54227,1159.91903,2177.42761,1306.63893
"1554","E01001577",1467.0495,1341.80063,2535.52862,1522.33924
"1555","E01001578",1301.88401,1194.95909,2249.74733,1350.62546
"1556","E01001579",1246.53358,1144.48213,2153.63847,1292.32905
"1557","E01001580",1749.81025,1607.30062,3057.16336,1841.06482
"1558","E01001581",1747.0771,1605.5455,3061.52379,1839.41322
"1559","E01001582",1705.28774,1567.10301,2984.21603,1802.11046
"1560","E01001583",1855.00684,1702.39606,3251.21465,1946.43072
"1561","E01001584",2006.99318,1856.6221,3519.21273,2120.83206
"1562","E01001585",1869.96375,1719.33446,3253.0709,1941.38152
"1563","E01001586",1737.35321,1592.05127,3058.3587,1841.37298
"1564","E01001587",1774.07137,1631.03341,3097.48187,1841.06101
"1565","E01001588",1533.87866,1412.0516,2657.22645,1589.4421
"1566","E01001589",1539.71445,1419.04604,2662.56349,1597.59109
"1567","E01001590",1732.4656,1593.7272,3012.95385,1801.41693
"1568","E01001591",1674.53016,1541.80399,2909.2397,1742.83589
"1569","E01001592",1671.73726,1538.05079,2927.99903,1759.19447
"1570","E01001593",1688.14496,1548.62139,2959.04096,1776.18416
"1571","E01001594",1591.93598,1463.67737,2781.18188,1666.64391
"1572","E01001595",1612.37029,1482.93853,2809.62152,1684.41973
"1573","E01001596",1513.94352,1385.18142,2595.30914,1565.78388
"1574","E01001597",1708.89147,1570.91931,2962.10043,1795.4772
"1575","E01001598",1368.73822,1255.46422,2349.89017,1415.74338
"1576","E01001599",1521.94648,1394.06152,2612.6363,1575.15277
"1577","E01001600",1699.10589,1561.19603,2937.80605,1783.9039
"1578","E01001601",1605.43135,1476.10102,2766.57491,1676.71038
"1579","E01001602",1489.62231,1355.95017,2551.7817,1533.88435
"1580","E01001603",1502.78821,1366.57542,2576.86883,1548.06774
"1581","E01001604",1597.48844,1538.2492,2928.55623,1812.16596
"1582","E01001605",1499.33592,1383.06432,2604.75259,1586.07003
"1583","E01001606",1422.69497,1306.30898,2487.6877,1509.47627
"1584","E01001607",1543.05256,1417.24878,2692.87797,1635.75833
"1585","E01001608",1474.81414,1356.84598,2595.56044,1593.1931
"1586","E01001609",1548.26803,1426.39812,2766.87913,1691.88242
"1587","E01001610",1479.165,1356.4354,2586.35152,1559.77589
"1588","E01001611",1492.84119,1367.86857,2609.85224,1577.24915
"1589","E01001613",1512.39385,1395.46873,2639.75658,1607.78462
"1590","E01001614",1454.15832,1336.82308,2524.45458,1537.56902
"1591","E01001615",1522.55748,1397.11873,2662.53731,1619.58173
"1592","E01001617",1763.84903,1625.85566,3039.67601,1844.49423
"1593","E01001618",1555.02202,1432.86379,2685.81355,1636.45149
"1594","E01001619",1676.9646,1540.20579,2892.39092,1753.30903
"1595","E01001620",1531.70326,1407.32348,2689.38049,1637.23043
"1596","E01001621",1733.43041,1562.97425,3271.7279,1976.26449
"1597","E01001623",1635.89795,1505.33548,2858.0455,1723.14619
"1598","E01001624",1534.71741,1404.86653,2666.51132,1617.68162
"1599","E01001625",1519.76732,1394.53974,2661.84182,1607.26512
"1600","E01001629",1623.35401,1479.47895,2850.78395,1688.41261
"1601","E01001631",1588.02986,1450.02513,2790.88938,1659.97826
"1602","E01001632",1417.37623,1296.83102,2480.10499,1477.2178
"1603","E01001633",1539.85501,1412.1074,2698.42027,1604.4325
"1604","E01001634",1505.1401,1378.22734,2628.52404,1565.22838
"1605","E01001635",1383.26868,1267.92716,2419.5405,1444.09839
"1606","E01001636",1442.1182,1313.76844,2536.14882,1501.0956
"1607","E01001637",1398.39129,1281.84841,2452.01735,1457.30735
"1608","E01001638",1949.48674,1807.89138,3398.8918,2040.15255
"1609","E01001640",1964.35904,1812.76258,3398.52064,2022.57594
"1610","E01001641",2052.82678,1892.1274,3502.95658,2087.48597
"1611","E01001642",1773.65887,1634.25558,3097.53343,1863.64302
"1612","E01001644",2033.09914,1880.72154,3520.39106,2100.99287
"1613","E01001645",1447.44036,1326.86771,2522.49727,1528.86238
"1614","E01001646",1559.77018,1430.93029,2724.6727,1639.65565
"1615","E01001647",1542.34758,1417.93144,2688.74471,1615.90051
"1616","E01001648",1451.04994,1330.15034,2525.98593,1520.26699
"1617","E01001649",1343.82653,1235.64956,2334.93375,1407.80286
"1618","E01001650",1685.47193,1548.07869,2945.95685,1766.80775
"1619","E01001651",1595.38415,1461.85895,2776.66761,1668.30296
"1620","E01001652",1622.77234,1489.69264,2828.36514,1698.01144
"1621","E01001653",1494.70218,1372.89294,2603.66121,1582.27007
"1622","E01001654",1540.39528,1414.92226,2664.17894,1609.93298
"1623","E01001655",1484.13973,1365.65866,2645.94387,1619.84474
"1624","E01001656",1567.79496,1444.22989,2716.51297,1634.19229
"1625","E01001657",1922.86121,1773.70741,3361.30033,2023.14515
"1626","E01001658",1668.16677,1535.30572,2906.72824,1755.76341
"1627","E01001659",1562.48946,1431.84928,2734.52342,1660.1005
"1628","E01001660",1610.08049,1478.17757,2790.90193,1688.9054
"1629","E01001661",1481.2023,1359.78154,2584.16359,1565.89031
"1630","E01001662",1920.44251,1759.31628,3363.90021,1988.43044
"1631","E01001664",1868.18672,1723.45697,3262.96079,1933.69947
"1632","E01001665",1773.81265,1629.90211,3090.85714,1837.05952
"1633","E01001666",1877.54967,1725.92514,3248.98938,1940.06266
"1634","E01001667",1895.50866,1745.00508,3294.31184,1956.46204
"1635","E01001668",1932.01227,1778.68926,3359.93191,1994.10317
"1636","E01001669",1340.23445,1230.87326,2329.32788,1399.36891
"1637","E01001671",1329.05055,1221.13201,2318.13085,1390.01183
"1638","E01001672",1258.01661,1155.60196,2179.97865,1306.19411
"1639","E01001673",1534.34708,1402.99952,2682.8055,1592.96673
"1640","E01001674",1273.80266,1170.88359,2214.21055,1328.48895
"1641","E01001675",1478.71585,1353.9274,2593.56382,1541.89137
"1642","E01001676",1330.00936,1222.03254,2307.71598,1389.78777
"1643","E01001677",1408.89095,1291.67092,2456.67836,1470.00976
"1644","E01001678",1273.30833,1170.80474,2216.63953,1337.20108
"1645","E01001679",1246.61958,1145.21149,2166.66254,1301.0784
"1646","E01001680",1366.33066,1255.15857,2378.46161,1429.5618
"1647","E01001681",1309.19838,1202.40288,2277.30789,1364.79267
"1648","E01001682",1520.62434,1393.06077,2656.36829,1600.32788
"1649","E01001683",1356.24947,1246.50224,2356.21901,1408.55426
"1650","E01001684",1463.577,1346.43776,2533.45759,1541.99122
"1651","E01001685",1277.88122,1174.40001,2222.06932,1333.15805
"1652","E01001686",1445.37554,1335.60321,2580.30841,1518.05735
"1653","E01001687",1363.5073,1247.27893,2361.84718,1411.45229
"1654","E01001688",1267.2595,1159.23066,2187.57081,1312.9346
"1655","E01001690",1360.24771,1249.12171,2350.99704,1411.49427
"1656","E01001692",1222.57119,1123.25374,2112.26984,1267.89616
"1657","E01001693",1330.10185,1217.76848,2291.48029,1375.71483
"1658","E01001694",1306.47959,1199.69363,2261.17163,1358.23724
"1659","E01001695",1560.71114,1430.59811,2733.07157,1623.06939
"1660","E01001696",1716.49294,1570.49664,3077.31323,1824.21881
"1661","E01001697",1460.77723,1338.13818,2556.28322,1528.35287
"1662","E01001698",1375.7958,1263.84563,2400.13637,1436.54568
"1663","E01001699",1601.4562,1466.68277,2833.65592,1682.30841
"1664","E01001700",1428.36355,1311.83805,2494.64247,1489.25863
"1665","E01001701",1449.02722,1329.00732,2534.51132,1517.96053
"1666","E01001702",1274.9251,1171.21121,2216.87087,1329.22913
"1667","E01001703",1434.58442,1318.13395,2476.48204,1486.70536
"1668","E01001704",1426.58802,1308.8615,2491.1033,1487.70707
"1669","E01001705",1602.77268,1473.05694,2779.34462,1660.78694
"1670","E01001706",1551.08569,1428.20484,2693.94648,1608.75647
"1671","E01001708",1495.06327,1376.2286,2600.85978,1558.43121
"1672","E01001709",1720.70555,1580.54111,3015.05452,1797.1488
"1673","E01001710",1570.15702,1441.18774,2740.40734,1636.44135
"1674","E01001711",1558.75499,1430.68728,2707.50887,1616.63409
"1675","E01001712",1539.83871,1413.82975,2700.93319,1612.63552
"1676","E01001713",1609.98697,1480.11832,2793.55327,1668.1754
"1677","E01001714",2398.79089,2216.62148,4202.92542,2459.78635
"1678","E01001715",2044.46208,1894.16302,3538.67115,2088.57432
"1679","E01001716",2331.61084,2158.32622,4072.91579,2386.18025
"1680","E01001717",1983.66343,1838.05443,3435.55782,2026.96677
"1681","E01001718",2532.30315,2343.8674,4454.47896,2607.19429
"1682","E01001719",2039.79228,1885.52135,3552.21285,2086.61041
"1683","E01001720",2251.59188,2088.04368,3913.16467,2302.16357
"1684","E01001722",2049.54021,1872.65024,3624.77441,2097.03442
"1685","E01001723",1907.78772,1747.27294,3353.84838,1956.31365
"1686","E01001724",2198.13107,2011.98521,3951.28562,2280.11098
"1687","E01001725",1826.58865,1676.67978,3208.51083,1878.12557
"1688","E01001726",2054.86712,1884.27488,3628.4518,2115.00813
"1689","E01001727",1745.78779,1598.69254,3050.9513,1787.14532
"1690","E01001728",1964.0736,1794.09878,3464.53119,2013.37814
"1691","E01001729",2243.12535,2044.77704,3951.73255,2277.01168
"1692","E01001730",1989.79358,1817.54708,3492.56624,2028.57769
"1693","E01001731",2224.64267,2022.61644,3859.54901,2235.16381
"1694","E01001732",1931.58844,1766.88256,3355.88946,1953.85587
"1695","E01001733",1924.28214,1761.01175,3373.2668,1960.74611
"1696","E01001734",2109.06899,1917.86059,3673.06414,2131.63505
"1697","E01001735",1974.11253,1802.04468,3477.58924,2013.62476
"1698","E01001736",1893.66294,1746.20207,3292.03579,1927.75209
"1699","E01001737",2055.4163,1904.2933,3565.34859,2089.51423
"1700","E01001738",2127.88356,1962.86508,3646.5733,2132.42225
"1701","E01001739",2183.3085,2026.8547,3751.76992,2197.80555
"1702","E01001740",2190.02874,2016.44301,3778.96027,2203.06365
"1703","E01001741",1953.35622,1802.59089,3401.36822,1989.90469
"1704","E01001742",1978.49006,1829.28872,3424.28824,2011.83487
"1705","E01001744",2126.03571,1942.68616,3682.3342,2143.30606
"1706","E01001745",2180.39993,1994.88728,3810.64336,2211.24659
"1707","E01001746",2187.86732,1989.30696,3811.04448,2201.72468
"1708","E01001747",2286.1654,2094.46636,3974.31743,2309.32929
"1709","E01001748",2184.79492,1995.36883,3771.35537,2186.99547
"1710","E01001749",2172.99626,1982.04723,3775.84661,2191.39553
"1711","E01001750",2204.56392,2015.42022,3769.88448,2188.10969
"1712","E01001751",2179.72148,1991.22714,3706.97313,2157.14292
"1713","E01001752",2234.94204,2045.06369,3699.96591,2168.416
"1714","E01001753",2016.38907,1846.25076,3378.7985,1977.6846
"1715","E01001754",2213.34065,2020.48432,3719.2418,2158.11166
"1716","E01001755",2306.14458,2089.83116,3790.02007,2184.37087
"1717","E01001756",2272.13261,2082.90036,3912.69839,2271.93923
"1718","E01001757",2159.95904,1960.97051,3748.11764,2171.80904
"1719","E01001758",2344.98121,2119.91849,4071.06696,2344.33621
"1720","E01001759",2270.79738,2057.49149,3944.90709,2273.11745
"1721","E01001760",2198.90553,2005.24118,3834.21076,2221.09579
"1722","E01001761",2439.83535,2204.11482,4235.5897,2437.83688
"1723","E01001762",2234.79134,2033.0693,3880.51281,2245.44812
"1724","E01001763",2052.10021,1854.05511,3512.90694,2043.76976
"1725","E01001764",2195.08517,1998.85602,3874.88764,2241.70899
"1726","E01001765",2093.12886,1915.34803,3682.69006,2131.44677
"1727","E01001767",2119.06949,1929.28708,3738.24741,2159.73227
"1728","E01001768",1989.89383,1818.24608,3529.29485,2044.42617
"1729","E01001769",2077.27471,1899.94506,3678.81648,2131.94369
"1730","E01001770",2013.49997,1835.84475,3549.552,2055.33004
"1731","E01001772",1996.09132,1824.98937,3408.20296,1979.83944
"1732","E01001773",2132.34073,1941.15589,3578.44805,2070.21613
"1733","E01001774",2066.85241,1877.1085,3456.63697,2005.5905
"1734","E01001775",2029.701,1842.9828,3438.10265,1995.57659
"1735","E01001776",2241.16732,2037.94028,3748.51164,2171.61189
"1736","E01001777",2403.03225,2178.37592,4005.41094,2300.56497
"1737","E01001779",2825.66165,2552.84237,4444.76942,2599.45622
"1738","E01001780",3100.08317,2775.01812,4703.07975,2722.77837
"1739","E01001781",2487.32016,2283.13976,4035.68257,2362.09266
"1740","E01001782",2416.5853,2206.5904,3955.14976,2316.76768
"1741","E01001783",2508.84426,2279.14679,4026.21185,2354.2887
"1742","E01001784",2405.77243,2189.91482,3917.91972,2280.18839
"1743","E01001785",1667.05013,1528.77383,2920.40796,1706.64197
"1744","E01001786",1884.02222,1724.98581,3321.18561,1927.21584
"1745","E01001787",1826.92803,1671.52338,3207.93707,1869.63058
"1746","E01001788",1704.95266,1560.94177,2990.06441,1743.24569
"1747","E01001789",1640.62979,1503.88072,2871.9247,1680.50195
"1748","E01001790",1562.63125,1434.59034,2733.95966,1603.40216
"1749","E01001791",1754.94858,1609.29447,3088.08141,1799.72963
"1750","E01001792",2039.90766,1855.64333,3603.97473,2083.48162
"1751","E01001793",1919.12133,1748.89951,3382.79398,1961.84657
"1752","E01001794",1952.99975,1782.41209,3436.4184,1995.87166
"1753","E01001795",1975.25997,1805.7812,3466.05257,2012.76597
"1754","E01001796",1833.93857,1676.61052,3219.94221,1874.93459
"1755","E01001798",2090.30387,1898.9768,3705.12779,2132.90663
"1756","E01001799",1801.62486,1656.9994,3160.23902,1853.11402
"1757","E01001800",2018.07802,1844.08435,3583.64383,2087.69242
"1758","E01001801",2031.64934,1869.69211,3571.64349,2087.95675
"1759","E01001802",2028.90533,1860.1725,3583.55044,2087.98185
"1760","E01001803",2078.77347,1920.41808,3631.81293,2131.09524
"1761","E01001804",2043.13547,1881.05984,3573.87376,2092.15357
"1762","E01001805",2201.45898,2000.2238,3969.9263,2293.43526
