"","LSOA11NM","LSOA11CD","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","LA.CODE","LA.NAME","X","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","dif_IMD","dif_income","dif_employ","dif_edu"
"4381","Tower Hamlets 033A","E01004277","E02006854","Tower Hamlets 033","E09000030","Tower Hamlets","E12000007","London",1630,1630,0,37.8,898,1.8,"00BG","Tower Hamlets",NA,21021,32250,31438,24084,26856,29549,28111,32285,5835,-2701,-3327,8201
"4376","Tower Hamlets 032A","E01004280","E02006853","Tower Hamlets 032","E09000030","Tower Hamlets","E12000007","London",1879,1879,0,137.9,769,2.4,"00BG","Tower Hamlets",NA,4819,1180,8788,14760,7292,4318,9236,13338,2473,3138,448,-1422
"4373","Tower Hamlets 031D","E01004281","E02000894","Tower Hamlets 031","E09000030","Tower Hamlets","E12000007","London",1770,1770,0,140.9,831,2.1,"00BG","Tower Hamlets",NA,18970,19240,30375,21737,20952,23765,29045,24562,1982,4525,-1330,2825
"4309","Tower Hamlets 016A","E01004283","E02000879","Tower Hamlets 016","E09000030","Tower Hamlets","E12000007","London",2317,2143,174,153.3,756,2.8,"00BG","Tower Hamlets",NA,2231,239,5722,14661,5052,3825,8631,11720,2821,3586,2909,-2941
"4321","Tower Hamlets 019A","E01004284","E02000882","Tower Hamlets 019","E09000030","Tower Hamlets","E12000007","London",2302,2302,0,120.6,884,2.6,"00BG","Tower Hamlets",NA,258,12,1400,5641,6032,4657,11561,18014,5774,4645,10161,12373
"4322","Tower Hamlets 019B","E01004285","E02000882","Tower Hamlets 019","E09000030","Tower Hamlets","E12000007","London",2318,2318,0,185.9,658,3.5,"00BG","Tower Hamlets",NA,1355,31,5599,9039,2972,1628,4306,5295,1617,1597,-1293,-3744
"4323","Tower Hamlets 019C","E01004286","E02000882","Tower Hamlets 019","E09000030","Tower Hamlets","E12000007","London",2364,2353,11,151.5,817,2.9,"00BG","Tower Hamlets",NA,2127,678,2591,12906,3214,2278,3666,10679,1087,1600,1075,-2227
"4310","Tower Hamlets 016B","E01004287","E02000879","Tower Hamlets 016","E09000030","Tower Hamlets","E12000007","London",2171,2171,0,254.5,854,2.5,"00BG","Tower Hamlets",NA,2237,343,4364,10128,5116,3657,7381,11753,2879,3314,3017,1625
"4324","Tower Hamlets 019D","E01004288","E02000882","Tower Hamlets 019","E09000030","Tower Hamlets","E12000007","London",1620,1590,30,157.6,525,3,"00BG","Tower Hamlets",NA,2732,454,5205,12025,2393,1481,3592,7228,-339,1027,-1613,-4797
"4311","Tower Hamlets 016C","E01004289","E02000879","Tower Hamlets 016","E09000030","Tower Hamlets","E12000007","London",1844,1844,0,175.8,670,2.8,"00BG","Tower Hamlets",NA,3606,901,5959,17506,4562,4172,6637,16475,956,3271,678,-1031
"4312","Tower Hamlets 016D","E01004290","E02000879","Tower Hamlets 016","E09000030","Tower Hamlets","E12000007","London",1302,1259,43,126.9,575,2.2,"00BG","Tower Hamlets",NA,4422,1956,10094,17014,6198,8049,11848,21070,1776,6093,1754,4056
"4355","Tower Hamlets 027A","E01004291","E02000890","Tower Hamlets 027","E09000030","Tower Hamlets","E12000007","London",1844,1844,0,159.1,1051,1.8,"00BG","Tower Hamlets",NA,10910,12100,18732,20969,20448,21952,25842,28683,9538,9852,7110,7714
"4351","Tower Hamlets 026A","E01004292","E02000889","Tower Hamlets 026","E09000030","Tower Hamlets","E12000007","London",1738,1738,0,115.9,818,2.1,"00BG","Tower Hamlets",NA,17725,20791,28550,25131,24280,27432,31267,28964,6555,6641,2717,3833
"4356","Tower Hamlets 027B","E01004293","E02000890","Tower Hamlets 027","E09000030","Tower Hamlets","E12000007","London",2125,2125,0,65.1,1133,1.9,"00BG","Tower Hamlets",NA,16657,15875,25365,27845,23630,24309,28070,28559,6973,8434,2705,714
"4352","Tower Hamlets 026B","E01004294","E02000889","Tower Hamlets 026","E09000030","Tower Hamlets","E12000007","London",1757,1690,67,82.4,877,1.9,"00BG","Tower Hamlets",NA,4599,3773,2473,21644,12187,11537,14792,24436,7588,7764,12319,2792
"4353","Tower Hamlets 026C","E01004295","E02000889","Tower Hamlets 026","E09000030","Tower Hamlets","E12000007","London",1516,1516,0,186.5,500,3,"00BG","Tower Hamlets",NA,1281,108,5244,12309,3513,2693,5501,7789,2232,2585,257,-4520
"4354","Tower Hamlets 026D","E01004296","E02000889","Tower Hamlets 026","E09000030","Tower Hamlets","E12000007","London",1605,1605,0,118.9,684,2.3,"00BG","Tower Hamlets",NA,3957,654,7354,12256,6454,3526,7238,17721,2497,2872,-116,5465
"4357","Tower Hamlets 027C","E01004297","E02000890","Tower Hamlets 027","E09000030","Tower Hamlets","E12000007","London",1826,1826,0,151.7,909,2,"00BG","Tower Hamlets",NA,15716,13722,24746,22580,21978,23298,29257,29158,6262,9576,4511,6578
"4334","Tower Hamlets 022A","E01004298","E02000885","Tower Hamlets 022","E09000030","Tower Hamlets","E12000007","London",1637,1629,8,178.3,635,2.6,"00BG","Tower Hamlets",NA,475,233,2538,5030,2403,1378,5865,11716,1928,1145,3327,6686
"4335","Tower Hamlets 022B","E01004300","E02000885","Tower Hamlets 022","E09000030","Tower Hamlets","E12000007","London",1349,1349,0,258.4,522,2.6,"00BG","Tower Hamlets",NA,3076,830,4557,11565,3245,1564,4504,11546,169,734,-53,-19
"4346","Tower Hamlets 025B","E01004301","E02000888","Tower Hamlets 025","E09000030","Tower Hamlets","E12000007","London",1324,1324,0,161.9,413,3.2,"00BG","Tower Hamlets",NA,1363,300,7574,9076,2591,1738,6306,13012,1228,1438,-1268,3936
"4347","Tower Hamlets 025C","E01004302","E02000888","Tower Hamlets 025","E09000030","Tower Hamlets","E12000007","London",1987,1987,0,399,637,3.1,"00BG","Tower Hamlets",NA,617,132,6011,5037,5249,4526,11449,8558,4632,4394,5438,3521
"4348","Tower Hamlets 025D","E01004303","E02000888","Tower Hamlets 025","E09000030","Tower Hamlets","E12000007","London",2362,2362,0,106.5,967,2.4,"00BG","Tower Hamlets",NA,5573,2793,8281,21771,7672,4713,11370,20206,2099,1920,3089,-1565
"4336","Tower Hamlets 022C","E01004304","E02000885","Tower Hamlets 022","E09000030","Tower Hamlets","E12000007","London",1957,1955,2,190.4,653,3,"00BG","Tower Hamlets",NA,430,128,3699,8484,2748,2554,5797,8496,2318,2426,2098,12
"4337","Tower Hamlets 022D","E01004305","E02000885","Tower Hamlets 022","E09000030","Tower Hamlets","E12000007","London",1952,1940,12,214.3,699,2.8,"00BG","Tower Hamlets",NA,2294,289,5383,9884,4212,2770,8010,12197,1918,2481,2627,2313
"4304","Tower Hamlets 015A","E01004306","E02000878","Tower Hamlets 015","E09000030","Tower Hamlets","E12000007","London",1799,1799,0,147.7,687,2.6,"00BG","Tower Hamlets",NA,2901,1613,7886,10021,3830,6442,11538,21659,929,4829,3652,11638
"4305","Tower Hamlets 015B","E01004307","E02000878","Tower Hamlets 015","E09000030","Tower Hamlets","E12000007","London",2186,1857,329,101.9,1014,1.8,"00BG","Tower Hamlets",NA,9056,10014,18887,15163,16147,22127,29983,20876,7091,12113,11096,5713
"4306","Tower Hamlets 015C","E01004308","E02000878","Tower Hamlets 015","E09000030","Tower Hamlets","E12000007","London",1478,1469,9,177.4,504,2.9,"00BG","Tower Hamlets",NA,4401,2186,7617,12761,5669,5163,10232,13735,1268,2977,2615,974
"4307","Tower Hamlets 015D","E01004309","E02000878","Tower Hamlets 015","E09000030","Tower Hamlets","E12000007","London",2852,2433,419,224.9,902,2.7,"00BG","Tower Hamlets",NA,559,135,1077,7512,2409,2557,4080,12274,1850,2422,3003,4762
"4308","Tower Hamlets 015E","E01004310","E02000878","Tower Hamlets 015","E09000030","Tower Hamlets","E12000007","London",1971,1893,78,214.5,793,2.4,"00BG","Tower Hamlets",NA,582,97,2303,9406,4509,5008,6826,16884,3927,4911,4523,7478
"4264","Tower Hamlets 006A","E01004311","E02000869","Tower Hamlets 006","E09000030","Tower Hamlets","E12000007","London",1518,1518,0,179.2,644,2.4,"00BG","Tower Hamlets",NA,2002,1045,2531,10530,3009,3101,6617,16860,1007,2056,4086,6330
"4277","Tower Hamlets 009A","E01004312","E02000872","Tower Hamlets 009","E09000030","Tower Hamlets","E12000007","London",1614,1614,0,234.9,628,2.6,"00BG","Tower Hamlets",NA,1205,566,4335,5448,2778,1536,6049,9867,1573,970,1714,4419
"4278","Tower Hamlets 009B","E01004313","E02000872","Tower Hamlets 009","E09000030","Tower Hamlets","E12000007","London",2043,2043,0,248.8,812,2.5,"00BG","Tower Hamlets",NA,2590,849,7216,8527,7274,5473,11885,14627,4684,4624,4669,6100
"4265","Tower Hamlets 006B","E01004314","E02000869","Tower Hamlets 006","E09000030","Tower Hamlets","E12000007","London",1100,1100,0,132.1,493,2.2,"00BG","Tower Hamlets",NA,7597,6247,16913,21526,11058,15167,23060,25358,3461,8920,6147,3832
"4266","Tower Hamlets 006C","E01004315","E02000869","Tower Hamlets 006","E09000030","Tower Hamlets","E12000007","London",1628,1628,0,170.3,718,2.3,"00BG","Tower Hamlets",NA,2034,1261,4030,9991,5204,6067,9496,20337,3170,4806,5466,10346
"4279","Tower Hamlets 009C","E01004316","E02000872","Tower Hamlets 009","E09000030","Tower Hamlets","E12000007","London",1138,1134,4,323.3,455,2.5,"00BG","Tower Hamlets",NA,2267,1205,5386,7482,2933,4185,6269,14943,666,2980,883,7461
"4280","Tower Hamlets 009D","E01004317","E02000872","Tower Hamlets 009","E09000030","Tower Hamlets","E12000007","London",2706,2689,17,100,1193,2.3,"00BG","Tower Hamlets",NA,2518,1683,3419,18120,7110,8151,13712,28771,4592,6468,10293,10651
"4267","Tower Hamlets 006D","E01004318","E02000869","Tower Hamlets 006","E09000030","Tower Hamlets","E12000007","London",1459,1433,26,248.6,630,2.3,"00BG","Tower Hamlets",NA,2169,1707,2275,11025,2639,2523,3516,12298,470,816,1241,1273
"4329","Tower Hamlets 021A","E01004319","E02000884","Tower Hamlets 021","E09000030","Tower Hamlets","E12000007","London",1886,1886,0,210.3,595,3.2,"00BG","Tower Hamlets",NA,896,64,3129,6231,4078,3051,7546,14159,3182,2987,4417,7928
"4330","Tower Hamlets 021C","E01004321","E02000884","Tower Hamlets 021","E09000030","Tower Hamlets","E12000007","London",1822,1769,53,174.7,711,2.5,"00BG","Tower Hamlets",NA,1879,749,5325,11102,4068,3163,6554,16696,2189,2414,1229,5594
"4313","Tower Hamlets 017A","E01004322","E02000880","Tower Hamlets 017","E09000030","Tower Hamlets","E12000007","London",1292,1160,132,91.1,502,2.3,"00BG","Tower Hamlets",NA,2421,2102,5828,16030,2643,4664,7198,17255,222,2562,1370,1225
"4314","Tower Hamlets 017B","E01004323","E02000880","Tower Hamlets 017","E09000030","Tower Hamlets","E12000007","London",1466,1466,0,207.4,480,3.1,"00BG","Tower Hamlets",NA,5015,2557,10909,19181,5248,3595,9758,18272,233,1038,-1151,-909
"4315","Tower Hamlets 017C","E01004324","E02000880","Tower Hamlets 017","E09000030","Tower Hamlets","E12000007","London",1574,1570,4,206.8,485,3.2,"00BG","Tower Hamlets",NA,1526,322,5130,8172,1987,1744,6481,9212,461,1422,1351,1040
"4331","Tower Hamlets 021D","E01004325","E02000884","Tower Hamlets 021","E09000030","Tower Hamlets","E12000007","London",2487,2475,12,182.2,1033,2.4,"00BG","Tower Hamlets",NA,7439,7637,18014,17970,8626,12434,23406,23727,1187,4797,5392,5757
"4316","Tower Hamlets 017D","E01004326","E02000880","Tower Hamlets 017","E09000030","Tower Hamlets","E12000007","London",1444,1438,6,172.5,623,2.3,"00BG","Tower Hamlets",NA,4569,2831,9200,19854,5728,6672,13718,17928,1159,3841,4518,-1926
"4523","Waltham Forest 028A","E01004327","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1213,1213,0,103.7,465,2.6,"00BH","Waltham Forest",NA,6842,3737,9780,14837,5987,5666,8203,12844,-855,1929,-1577,-1993
"4524","Waltham Forest 028B","E01004328","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1840,1836,4,178.3,671,2.7,"00BH","Waltham Forest",NA,7653,7076,10624,17149,9552,11572,17775,13975,1899,4496,7151,-3174
"4525","Waltham Forest 028C","E01004329","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1931,1923,8,166.3,671,2.9,"00BH","Waltham Forest",NA,5875,3115,9316,19464,9150,10811,14787,12192,3275,7696,5471,-7272
"4526","Waltham Forest 028D","E01004330","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1834,1834,0,192.4,625,2.9,"00BH","Waltham Forest",NA,9806,8010,11875,15631,13068,15129,21925,18694,3262,7119,10050,3063
"4527","Waltham Forest 028E","E01004331","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1856,1841,15,174.8,675,2.7,"00BH","Waltham Forest",NA,6028,3029,10251,15627,8541,7087,14258,13258,2513,4058,4007,-2369
"4528","Waltham Forest 028F","E01004332","E02000922","Waltham Forest 028","E09000031","Waltham Forest","E12000007","London",1849,1824,25,160.6,633,2.9,"00BH","Waltham Forest",NA,5432,5436,10436,9664,6425,9392,12551,11733,993,3956,2115,2069
"4502","Waltham Forest 024A","E01004333","E02000918","Waltham Forest 024","E09000031","Waltham Forest","E12000007","London",1769,1769,0,177.3,611,2.9,"00BH","Waltham Forest",NA,5005,2954,7687,10737,7693,6622,9705,16130,2688,3668,2018,5393
"4503","Waltham Forest 024B","E01004334","E02000918","Waltham Forest 024","E09000031","Waltham Forest","E12000007","London",1507,1507,0,140.6,637,2.4,"00BH","Waltham Forest",NA,1635,789,2099,8204,2836,2095,4612,7311,1201,1306,2513,-893
"4517","Waltham Forest 027A","E01004335","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1843,1843,0,153.7,645,2.9,"00BH","Waltham Forest",NA,1397,591,3086,9775,2064,1579,2279,7804,667,988,-807,-1971
"4512","Waltham Forest 026A","E01004336","E02000920","Waltham Forest 026","E09000031","Waltham Forest","E12000007","London",1699,1691,8,78.5,564,3,"00BH","Waltham Forest",NA,6368,5826,13694,17710,7535,11827,14038,13491,1167,6001,344,-4219
"4518","Waltham Forest 027B","E01004337","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1966,1966,0,172.2,717,2.7,"00BH","Waltham Forest",NA,5166,2586,9676,11372,6953,6084,10750,11698,1787,3498,1074,326
"4519","Waltham Forest 027C","E01004338","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1772,1771,1,194.5,580,3.1,"00BH","Waltham Forest",NA,9180,8136,13100,21147,11043,14547,17166,17739,1863,6411,4066,-3408
"4520","Waltham Forest 027D","E01004339","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1814,1811,3,174.3,661,2.7,"00BH","Waltham Forest",NA,6971,7103,10553,12520,10024,12830,15863,18424,3053,5727,5310,5904
"4521","Waltham Forest 027E","E01004340","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1849,1831,18,71,698,2.6,"00BH","Waltham Forest",NA,1809,1406,2887,7324,2514,2228,3829,10449,705,822,942,3125
"4522","Waltham Forest 027F","E01004341","E02000921","Waltham Forest 027","E09000031","Waltham Forest","E12000007","London",1757,1757,0,116.8,665,2.6,"00BH","Waltham Forest",NA,2281,1352,4599,9480,4856,4949,7191,13840,2575,3597,2592,4360
"4435","Waltham Forest 011A","E01004342","E02000905","Waltham Forest 011","E09000031","Waltham Forest","E12000007","London",2143,2143,0,59.6,789,2.7,"00BH","Waltham Forest",NA,5605,5418,7456,12854,9117,10350,15372,15329,3512,4932,7916,2475
"4421","Waltham Forest 008A","E01004343","E02000902","Waltham Forest 008","E09000031","Waltham Forest","E12000007","London",1794,1794,0,65.6,647,2.8,"00BH","Waltham Forest",NA,15132,15570,18020,18483,15720,16480,18035,20606,588,910,15,2123
"4422","Waltham Forest 008B","E01004344","E02000902","Waltham Forest 008","E09000031","Waltham Forest","E12000007","London",1840,1838,2,48.1,667,2.8,"00BH","Waltham Forest",NA,6094,5843,11080,10192,7156,8635,11003,11948,1062,2792,-77,1756
"4431","Waltham Forest 010A","E01004345","E02000904","Waltham Forest 010","E09000031","Waltham Forest","E12000007","London",1925,1925,0,135.8,624,3.1,"00BH","Waltham Forest",NA,9096,9560,12410,13587,10165,9966,14944,11033,1069,406,2534,-2554
"4436","Waltham Forest 011B","E01004346","E02000905","Waltham Forest 011","E09000031","Waltham Forest","E12000007","London",1713,1713,0,92.5,557,3.1,"00BH","Waltham Forest",NA,9344,12568,17572,14137,13486,11638,16931,15562,4142,-930,-641,1425
"4437","Waltham Forest 011C","E01004347","E02000905","Waltham Forest 011","E09000031","Waltham Forest","E12000007","London",1983,1983,0,86.2,809,2.5,"00BH","Waltham Forest",NA,8694,14710,22091,17591,14693,13221,21831,20948,5999,-1489,-260,3357
"4432","Waltham Forest 010B","E01004348","E02000904","Waltham Forest 010","E09000031","Waltham Forest","E12000007","London",2688,2688,0,99.8,973,2.8,"00BH","Waltham Forest",NA,8962,5808,10461,16749,11569,11139,16600,17454,2607,5331,6139,705
"4385","Waltham Forest 001A","E01004349","E02000895","Waltham Forest 001","E09000031","Waltham Forest","E12000007","London",1439,1439,0,22.6,547,2.6,"00BH","Waltham Forest",NA,6151,5528,10829,9203,6154,5804,7533,11805,3,276,-3296,2602
"4386","Waltham Forest 001B","E01004350","E02000895","Waltham Forest 001","E09000031","Waltham Forest","E12000007","London",1753,1753,0,55.6,915,1.9,"00BH","Waltham Forest",NA,8093,9378,11892,16282,8094,8348,10512,15629,1,-1030,-1380,-653
"4387","Waltham Forest 001C","E01004351","E02000895","Waltham Forest 001","E09000031","Waltham Forest","E12000007","London",1601,1584,17,36.8,645,2.5,"00BH","Waltham Forest",NA,16072,18102,18994,17392,17384,17417,18233,20067,1312,-685,-761,2675
"4390","Waltham Forest 002A","E01004352","E02000896","Waltham Forest 002","E09000031","Waltham Forest","E12000007","London",1920,1842,78,13.1,813,2.3,"00BH","Waltham Forest",NA,20585,25115,26167,28296,20588,26121,26302,27787,3,1006,135,-509
"4391","Waltham Forest 002B","E01004353","E02000896","Waltham Forest 002","E09000031","Waltham Forest","E12000007","London",1806,1789,17,32,798,2.2,"00BH","Waltham Forest",NA,13417,15410,13378,19807,15958,17392,18175,21206,2541,1982,4797,1399
"4392","Waltham Forest 002C","E01004354","E02000896","Waltham Forest 002","E09000031","Waltham Forest","E12000007","London",1768,1768,0,57.9,749,2.4,"00BH","Waltham Forest",NA,13448,15239,15805,23598,15477,16728,19393,19754,2029,1489,3588,-3844
"4400","Waltham Forest 004A","E01004355","E02000898","Waltham Forest 004","E09000031","Waltham Forest","E12000007","London",1599,1599,0,65.3,673,2.4,"00BH","Waltham Forest",NA,9645,8118,13001,16053,9562,8150,11593,12691,-83,32,-1408,-3362
"4388","Waltham Forest 001D","E01004356","E02000895","Waltham Forest 001","E09000031","Waltham Forest","E12000007","London",1630,1630,0,34.5,590,2.8,"00BH","Waltham Forest",NA,9228,9910,13247,8787,8013,7475,9854,11326,-1215,-2435,-3393,2539
"4389","Waltham Forest 001E","E01004357","E02000895","Waltham Forest 001","E09000031","Waltham Forest","E12000007","London",1556,1556,0,46.8,574,2.7,"00BH","Waltham Forest",NA,10974,11514,15365,16527,13023,12046,14899,16886,2049,532,-466,359
"4393","Waltham Forest 002D","E01004358","E02000896","Waltham Forest 002","E09000031","Waltham Forest","E12000007","London",1647,1647,0,66.3,788,2.1,"00BH","Waltham Forest",NA,10635,11458,13032,19751,10786,10405,10747,21270,151,-1053,-2285,1519
"4394","Waltham Forest 002E","E01004359","E02000896","Waltham Forest 002","E09000031","Waltham Forest","E12000007","London",1673,1673,0,74.1,610,2.7,"00BH","Waltham Forest",NA,15098,15563,16082,22364,17867,15364,15194,21319,2769,-199,-888,-1045
"4401","Waltham Forest 004B","E01004360","E02000898","Waltham Forest 004","E09000031","Waltham Forest","E12000007","London",1331,1319,12,58.8,492,2.7,"00BH","Waltham Forest",NA,19501,19633,21873,22341,18048,23414,18541,15761,-1453,3781,-3332,-6580
"4405","Waltham Forest 005A","E01004361","E02000899","Waltham Forest 005","E09000031","Waltham Forest","E12000007","London",1294,1294,0,61.8,492,2.6,"00BH","Waltham Forest",NA,19370,20962,22835,17518,17087,19769,17823,15407,-2283,-1193,-5012,-2111
"4487","Waltham Forest 021A","E01004362","E02000915","Waltham Forest 021","E09000031","Waltham Forest","E12000007","London",1614,1589,25,20,676,2.4,"00BH","Waltham Forest",NA,8349,13013,11198,25669,9659,15060,15808,20338,1310,2047,4610,-5331
"4477","Waltham Forest 019A","E01004363","E02000913","Waltham Forest 019","E09000031","Waltham Forest","E12000007","London",1565,1563,2,53.1,506,3.1,"00BH","Waltham Forest",NA,12818,14083,15927,21093,14568,14283,15567,23172,1750,200,-360,2079
"4478","Waltham Forest 019B","E01004364","E02000913","Waltham Forest 019","E09000031","Waltham Forest","E12000007","London",1738,1738,0,86.4,563,3.1,"00BH","Waltham Forest",NA,4813,3870,5657,16318,5779,7545,8159,16245,966,3675,2502,-73
