"","LSOA11NM","LSOA11CD","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","LA.CODE","LA.NAME","X","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","dif_IMD","dif_income","dif_employ","dif_edu"
"2008","Haringey 008A","E01002099","E02000404","Haringey 008","E09000014","Haringey","E12000007","London",2108,2108,0,133.2,813,2.6,"00AP","Haringey",NA,2458,497,3022,11087,2808,1963,4426,7556,350,1466,1404,-3531
"2009","Haringey 008B","E01002100","E02000404","Haringey 008","E09000014","Haringey","E12000007","London",1909,1909,0,135,680,2.8,"00AP","Haringey",NA,3333,1844,4634,9163,7023,6250,9280,10823,3690,4406,4646,1660
"2005","Haringey 007B","E01002101","E02000403","Haringey 007","E09000014","Haringey","E12000007","London",1916,1916,0,93.1,698,2.7,"00AP","Haringey",NA,7242,3179,7333,18300,11321,12053,17020,15806,4079,8874,9687,-2494
"2006","Haringey 007C","E01002102","E02000403","Haringey 007","E09000014","Haringey","E12000007","London",1882,1877,5,59.1,752,2.5,"00AP","Haringey",NA,4149,2912,5673,13725,8182,8239,11894,18525,4033,5327,6221,4800
"2010","Haringey 008C","E01002103","E02000404","Haringey 008","E09000014","Haringey","E12000007","London",1862,1856,6,108.4,646,2.9,"00AP","Haringey",NA,5535,5202,8507,14576,10488,8835,14712,15912,4953,3633,6205,1336
"2011","Haringey 008D","E01002104","E02000404","Haringey 008","E09000014","Haringey","E12000007","London",1436,1431,5,84.6,501,2.9,"00AP","Haringey",NA,6107,3358,8017,11493,9618,7902,9463,14241,3511,4544,1446,2748
"2007","Haringey 007D","E01002105","E02000403","Haringey 007","E09000014","Haringey","E12000007","London",2052,2052,0,156.5,861,2.4,"00AP","Haringey",NA,5396,4911,7023,13284,7965,9697,14655,15792,2569,4786,7632,2508
"2161","Harrow 008A","E01002106","E02000440","Harrow 008","E09000015","Harrow","E12000007","London",2027,1983,44,75.6,651,3,"00AQ","Harrow",NA,20854,14218,19431,29067,23159,18168,22378,23858,2305,3950,2947,-5209
"2180","Harrow 012A","E01002107","E02000444","Harrow 012","E09000015","Harrow","E12000007","London",1774,1774,0,62.6,575,3.1,"00AQ","Harrow",NA,25230,17451,20688,30149,28030,24119,28249,29112,2800,6668,7561,-1037
"2162","Harrow 008B","E01002108","E02000440","Harrow 008","E09000015","Harrow","E12000007","London",1819,1819,0,90.1,559,3.3,"00AQ","Harrow",NA,26285,18171,26015,29788,27073,19369,26308,28240,788,1198,293,-1548
"2163","Harrow 008C","E01002109","E02000440","Harrow 008","E09000015","Harrow","E12000007","London",1789,1785,4,35.1,654,2.7,"00AQ","Harrow",NA,26058,18188,25105,31706,25960,21329,28086,27466,-98,3141,2981,-4240
"2164","Harrow 008D","E01002110","E02000440","Harrow 008","E09000015","Harrow","E12000007","London",1762,1762,0,72.4,542,3.3,"00AQ","Harrow",NA,24838,22439,23996,30631,27886,22593,26878,29244,3048,154,2882,-1387
"2165","Harrow 008E","E01002111","E02000440","Harrow 008","E09000015","Harrow","E12000007","London",2172,2169,3,79.7,681,3.2,"00AQ","Harrow",NA,19944,15256,16218,27527,20446,14956,19004,24174,502,-300,2786,-3353
"2129","Harrow 001A","E01002112","E02000433","Harrow 001","E09000015","Harrow","E12000007","London",1890,1890,0,24.1,697,2.7,"00AQ","Harrow",NA,29413,26645,27260,31642,28389,23662,30606,30192,-1024,-2983,3346,-1450
"2133","Harrow 002A","E01002113","E02000434","Harrow 002","E09000015","Harrow","E12000007","London",1547,1547,0,25.1,599,2.6,"00AQ","Harrow",NA,18865,15597,12678,31319,17859,14742,13854,28590,-1006,-855,1176,-2729
"2130","Harrow 001B","E01002114","E02000433","Harrow 001","E09000015","Harrow","E12000007","London",1993,1990,3,6.9,986,2,"00AQ","Harrow",NA,18561,13757,14981,28571,14343,11130,17866,19311,-4218,-2627,2885,-9260
"2134","Harrow 002B","E01002115","E02000434","Harrow 002","E09000015","Harrow","E12000007","London",1509,1509,0,43.8,509,3,"00AQ","Harrow",NA,21879,16777,21381,30350,20056,16151,21888,25857,-1823,-626,507,-4493
"2135","Harrow 002C","E01002116","E02000434","Harrow 002","E09000015","Harrow","E12000007","London",1668,1668,0,54.7,680,2.5,"00AQ","Harrow",NA,24876,17255,27010,31760,28175,24287,30004,30646,3299,7032,2994,-1114
"2136","Harrow 002D","E01002117","E02000434","Harrow 002","E09000015","Harrow","E12000007","London",2105,2105,0,49.5,675,3.1,"00AQ","Harrow",NA,23612,18935,22513,31125,17263,11291,14006,26791,-6349,-7644,-8507,-4334
"2137","Harrow 002E","E01002118","E02000434","Harrow 002","E09000015","Harrow","E12000007","London",1759,1696,63,64.5,675,2.5,"00AQ","Harrow",NA,16655,12425,19225,29634,16266,12393,20645,22582,-389,-32,1420,-7052
"2156","Harrow 007A","E01002119","E02000439","Harrow 007","E09000015","Harrow","E12000007","London",1708,1708,0,73.1,568,3,"00AQ","Harrow",NA,12968,7394,13926,26768,15353,13254,18616,20445,2385,5860,4690,-6323
"2157","Harrow 007B","E01002120","E02000439","Harrow 007","E09000015","Harrow","E12000007","London",1296,1296,0,75.7,488,2.7,"00AQ","Harrow",NA,8287,3728,5069,16574,8019,5384,7618,14340,-268,1656,2549,-2234
"2158","Harrow 007C","E01002121","E02000439","Harrow 007","E09000015","Harrow","E12000007","London",1761,1761,0,62.3,546,3.2,"00AQ","Harrow",NA,15968,9635,13818,24523,21494,18899,23848,22431,5526,9264,10030,-2092
"2159","Harrow 007D","E01002122","E02000439","Harrow 007","E09000015","Harrow","E12000007","London",1706,1706,0,83.5,582,2.9,"00AQ","Harrow",NA,19707,14389,18236,28353,20731,17345,22000,20674,1024,2956,3764,-7679
"2160","Harrow 007E","E01002123","E02000439","Harrow 007","E09000015","Harrow","E12000007","London",1735,1735,0,101,527,3.3,"00AQ","Harrow",NA,10650,10374,13788,24594,15769,14688,23622,16525,5119,4314,9834,-8069
"2170","Harrow 010A","E01002124","E02000442","Harrow 010","E09000015","Harrow","E12000007","London",1769,1769,0,105.3,492,3.6,"00AQ","Harrow",NA,17870,12300,14714,19873,18975,17961,22230,11319,1105,5661,7516,-8554
"2171","Harrow 010B","E01002125","E02000442","Harrow 010","E09000015","Harrow","E12000007","London",1678,1678,0,99,512,3.3,"00AQ","Harrow",NA,15300,9910,15050,25806,16882,15014,24940,13641,1582,5104,9890,-12165
"2219","Harrow 023A","E01002126","E02000455","Harrow 023","E09000015","Harrow","E12000007","London",2781,2747,34,73.3,1203,2.3,"00AQ","Harrow",NA,17373,14348,16590,31035,19107,17086,24212,30443,1734,2738,7622,-592
"2220","Harrow 023B","E01002127","E02000455","Harrow 023","E09000015","Harrow","E12000007","London",1687,1653,34,60.8,628,2.6,"00AQ","Harrow",NA,20114,16720,17287,30493,20808,18530,20251,30415,694,1810,2964,-78
"2207","Harrow 020A","E01002128","E02000452","Harrow 020","E09000015","Harrow","E12000007","London",2025,1968,57,110.7,784,2.5,"00AQ","Harrow",NA,11134,11508,8351,22697,17293,14903,16367,28134,6159,3395,8016,5437
"2221","Harrow 023C","E01002129","E02000455","Harrow 023","E09000015","Harrow","E12000007","London",2043,2026,17,49.8,889,2.3,"00AQ","Harrow",NA,12957,9931,10142,29995,17495,14018,13993,25622,4538,4087,3851,-4373
"2208","Harrow 020B","E01002130","E02000452","Harrow 020","E09000015","Harrow","E12000007","London",2260,2260,0,68.1,884,2.6,"00AQ","Harrow",NA,8922,6680,9532,24013,9742,8202,12999,21448,820,1522,3467,-2565
"2222","Harrow 023D","E01002131","E02000455","Harrow 023","E09000015","Harrow","E12000007","London",1624,1624,0,98.8,586,2.8,"00AQ","Harrow",NA,10632,5118,9872,19808,10210,7222,9328,20782,-422,2104,-544,974
"2239","Harrow 029A","E01002132","E02000461","Harrow 029","E09000015","Harrow","E12000007","London",2012,1962,50,49.6,828,2.4,"00AQ","Harrow",NA,21664,25013,23481,30172,25968,24381,28851,30996,4304,-632,5370,824
"2231","Harrow 027A","E01002133","E02000459","Harrow 027","E09000015","Harrow","E12000007","London",2031,2031,0,51.4,896,2.3,"00AQ","Harrow",NA,7423,3432,5497,18668,8053,5869,7404,14260,630,2437,1907,-4408
"2240","Harrow 029B","E01002134","E02000461","Harrow 029","E09000015","Harrow","E12000007","London",1462,1419,43,11.8,603,2.4,"00AQ","Harrow",NA,28624,27146,31558,30108,28793,26824,26264,31885,169,-322,-5294,1777
"2241","Harrow 029C","E01002135","E02000461","Harrow 029","E09000015","Harrow","E12000007","London",1765,1700,65,42,657,2.6,"00AQ","Harrow",NA,16324,10177,17219,22466,18696,15873,19537,18600,2372,5696,2318,-3866
"2232","Harrow 027B","E01002136","E02000459","Harrow 027","E09000015","Harrow","E12000007","London",1741,1741,0,46.9,638,2.7,"00AQ","Harrow",NA,17180,14575,18790,28938,22423,15727,22594,30241,5243,1152,3804,1303
"2242","Harrow 029D","E01002137","E02000461","Harrow 029","E09000015","Harrow","E12000007","London",1708,985,723,28.8,468,2.1,"00AQ","Harrow",NA,24279,32344,32258,28703,27772,32305,32617,20602,3493,-39,359,-8101
"2233","Harrow 027C","E01002138","E02000459","Harrow 027","E09000015","Harrow","E12000007","London",1551,1544,7,105.5,509,3,"00AQ","Harrow",NA,15909,8678,14540,28400,17257,10134,18394,23437,1348,1456,3854,-4963
"2151","Harrow 006A","E01002139","E02000438","Harrow 006","E09000015","Harrow","E12000007","London",1428,1426,2,61.5,498,2.9,"00AQ","Harrow",NA,7661,2993,5446,11436,7164,4281,5945,9259,-497,1288,499,-2177
"2146","Harrow 005A","E01002140","E02000437","Harrow 005","E09000015","Harrow","E12000007","London",1706,1702,4,68.2,607,2.8,"00AQ","Harrow",NA,17886,11424,17240,25833,16620,11918,15215,20930,-1266,494,-2025,-4903
"2147","Harrow 005B","E01002141","E02000437","Harrow 005","E09000015","Harrow","E12000007","London",1763,1753,10,61.5,680,2.6,"00AQ","Harrow",NA,20672,14476,19995,27659,18982,14064,17466,26504,-1690,-412,-2529,-1155
"2148","Harrow 005C","E01002142","E02000437","Harrow 005","E09000015","Harrow","E12000007","London",1779,1779,0,48.7,635,2.8,"00AQ","Harrow",NA,21770,21263,25881,28741,22752,17498,25103,28337,982,-3765,-778,-404
"2149","Harrow 005D","E01002143","E02000437","Harrow 005","E09000015","Harrow","E12000007","London",1571,1568,3,86.9,529,3,"00AQ","Harrow",NA,15361,10708,13245,19176,13946,9296,12128,18645,-1415,-1412,-1117,-531
"2142","Harrow 004A","E01002144","E02000436","Harrow 004","E09000015","Harrow","E12000007","London",1571,1570,1,5.3,580,2.7,"00AQ","Harrow",NA,19175,15199,24132,28133,20613,21340,22243,24511,1438,6141,-1889,-3622
"2150","Harrow 005E","E01002145","E02000437","Harrow 005","E09000015","Harrow","E12000007","London",1558,1496,62,49.6,631,2.4,"00AQ","Harrow",NA,13185,15057,11018,28716,15703,12575,14812,27776,2518,-2482,3794,-940
"2143","Harrow 004B","E01002146","E02000436","Harrow 004","E09000015","Harrow","E12000007","London",1481,1481,0,17.6,519,2.9,"00AQ","Harrow",NA,31384,29384,30081,31635,32217,31842,31880,31084,833,2458,1799,-551
"2144","Harrow 004C","E01002147","E02000436","Harrow 004","E09000015","Harrow","E12000007","London",1369,1309,60,21.9,502,2.6,"00AQ","Harrow",NA,27284,25836,30244,32023,27836,27042,31960,31996,552,1206,1716,-27
"2152","Harrow 006B","E01002148","E02000438","Harrow 006","E09000015","Harrow","E12000007","London",1449,1449,0,43.2,491,3,"00AQ","Harrow",NA,26749,20399,24868,28676,25554,20352,23398,26290,-1195,-47,-1470,-2386
"2145","Harrow 004D","E01002149","E02000436","Harrow 004","E09000015","Harrow","E12000007","London",1361,1361,0,46.2,479,2.8,"00AQ","Harrow",NA,30970,31306,31272,32200,31429,28504,32213,32525,459,-2802,941,325
"2153","Harrow 006C","E01002150","E02000438","Harrow 006","E09000015","Harrow","E12000007","London",1883,1843,40,45.4,839,2.2,"00AQ","Harrow",NA,20733,13892,22518,30417,23791,16581,26913,24977,3058,2689,4395,-5440
"2154","Harrow 006D","E01002151","E02000438","Harrow 006","E09000015","Harrow","E12000007","London",1526,1479,47,50.1,524,2.8,"00AQ","Harrow",NA,7587,3069,6015,12895,6680,3890,4424,9986,-907,821,-1591,-2909
"2155","Harrow 006E","E01002152","E02000438","Harrow 006","E09000015","Harrow","E12000007","London",1624,1624,0,35,638,2.5,"00AQ","Harrow",NA,29787,27238,30428,32222,30452,27147,29568,32213,665,-91,-860,-9
"2203","Harrow 019A","E01002153","E02000451","Harrow 019","E09000015","Harrow","E12000007","London",1763,1757,6,60.5,616,2.9,"00AQ","Harrow",NA,29117,26598,27441,31854,29946,24496,25955,31387,829,-2102,-1486,-467
"2190","Harrow 015A","E01002154","E02000447","Harrow 015","E09000015","Harrow","E12000007","London",2021,2021,0,15.4,728,2.8,"00AQ","Harrow",NA,22036,15151,22472,28548,19869,15209,21238,28306,-2167,58,-1234,-242
"2204","Harrow 019B","E01002155","E02000451","Harrow 019","E09000015","Harrow","E12000007","London",1643,1630,13,22,641,2.5,"00AQ","Harrow",NA,27721,25086,26298,31792,29654,26774,28923,32291,1933,1688,2625,499
"2191","Harrow 015B","E01002156","E02000447","Harrow 015","E09000015","Harrow","E12000007","London",1522,1516,6,39.9,501,3,"00AQ","Harrow",NA,28069,26354,25502,31552,29315,26588,25767,30986,1246,234,265,-566
"2205","Harrow 019C","E01002157","E02000451","Harrow 019","E09000015","Harrow","E12000007","London",1687,1687,0,64,593,2.8,"00AQ","Harrow",NA,21287,17288,19394,31291,23810,17967,23215,28285,2523,679,3821,-3006
"2206","Harrow 019D","E01002158","E02000451","Harrow 019","E09000015","Harrow","E12000007","London",1457,1457,0,49,491,3,"00AQ","Harrow",NA,29674,26728,28982,31910,31583,30262,30674,32114,1909,3534,1692,204
"2211","Harrow 021A","E01002159","E02000453","Harrow 021","E09000015","Harrow","E12000007","London",1860,1857,3,79.9,685,2.7,"00AQ","Harrow",NA,18810,12948,14137,29879,24491,16330,21233,30307,5681,3382,7096,428
"2212","Harrow 021B","E01002160","E02000453","Harrow 021","E09000015","Harrow","E12000007","London",1967,1967,0,65,704,2.8,"00AQ","Harrow",NA,19455,13815,21302,25059,23237,15384,25183,29592,3782,1569,3881,4533
"2213","Harrow 021C","E01002161","E02000453","Harrow 021","E09000015","Harrow","E12000007","London",2030,2029,1,86.1,728,2.8,"00AQ","Harrow",NA,17615,9409,14162,29739,20834,12502,19732,28907,3219,3093,5570,-832
"2192","Harrow 015C","E01002162","E02000447","Harrow 015","E09000015","Harrow","E12000007","London",1879,1879,0,102.7,687,2.7,"00AQ","Harrow",NA,16186,10901,11950,29293,18895,12903,16619,27374,2709,2002,4669,-1919
"2193","Harrow 015D","E01002163","E02000447","Harrow 015","E09000015","Harrow","E12000007","London",1636,1636,0,66.7,537,3,"00AQ","Harrow",NA,25801,20632,24050,31103,24471,18392,21776,29564,-1330,-2240,-2274,-1539
"2214","Harrow 021D","E01002164","E02000453","Harrow 021","E09000015","Harrow","E12000007","London",1763,1753,10,67,683,2.6,"00AQ","Harrow",NA,21367,16235,20259,31083,27386,20487,24804,30719,6019,4252,4545,-364
"2198","Harrow 017A","E01002165","E02000449","Harrow 017","E09000015","Harrow","E12000007","London",1734,1734,0,84.2,528,3.3,"00AQ","Harrow",NA,14924,9768,15953,22670,20327,18643,21743,19017,5403,8875,5790,-3653
"2199","Harrow 017B","E01002166","E02000449","Harrow 017","E09000015","Harrow","E12000007","London",1663,1663,0,99,484,3.4,"00AQ","Harrow",NA,19183,11364,19189,22434,19502,13919,21857,19321,319,2555,2668,-3113
"2200","Harrow 017C","E01002167","E02000449","Harrow 017","E09000015","Harrow","E12000007","London",1629,1623,6,99.1,477,3.4,"00AQ","Harrow",NA,15545,8885,16404,19406,15074,13004,21208,12393,-471,4119,4804,-7013
"2201","Harrow 017D","E01002168","E02000449","Harrow 017","E09000015","Harrow","E12000007","London",1492,1492,0,85.5,511,2.9,"00AQ","Harrow",NA,8966,4651,7134,12942,10391,6575,11214,14243,1425,1924,4080,1301
"2202","Harrow 017E","E01002169","E02000449","Harrow 017","E09000015","Harrow","E12000007","London",1619,1619,0,78.9,531,3,"00AQ","Harrow",NA,13105,8054,14342,21106,17485,14045,20602,16745,4380,5991,6260,-4361
"2257","Harrow 033A","E01002170","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1324,1324,0,75.7,408,3.2,"00AQ","Harrow",NA,15469,10717,15761,23697,18538,14413,17882,17190,3069,3696,2121,-6507
"2258","Harrow 033B","E01002171","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1677,1677,0,89.2,534,3.1,"00AQ","Harrow",NA,18906,13965,15145,26952,21902,17351,23549,22366,2996,3386,8404,-4586
"2259","Harrow 033C","E01002172","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1579,1579,0,43.8,493,3.2,"00AQ","Harrow",NA,18984,15024,18551,20341,20120,14797,22591,18326,1136,-227,4040,-2015
"2260","Harrow 033D","E01002173","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1742,1730,12,86.5,529,3.3,"00AQ","Harrow",NA,19919,14347,18089,27670,21517,16249,21424,25747,1598,1902,3335,-1923
"2261","Harrow 033E","E01002174","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1582,1582,0,76.1,483,3.3,"00AQ","Harrow",NA,19652,16754,20086,26848,25135,19079,24031,25525,5483,2325,3945,-1323
"2262","Harrow 033F","E01002175","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1402,1379,23,68,406,3.4,"00AQ","Harrow",NA,14490,12145,14248,28475,22104,18347,24575,26938,7614,6202,10327,-1537
"2263","Harrow 033G","E01002176","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1746,1710,36,45.8,535,3.2,"00AQ","Harrow",NA,20842,19024,17138,29977,21450,21250,23273,24168,608,2226,6135,-5809
"2264","Harrow 033H","E01002177","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1443,1443,0,70.6,452,3.2,"00AQ","Harrow",NA,19426,11751,18280,29373,22133,17133,23385,22715,2707,5382,5105,-6658
"2265","Harrow 033I","E01002178","E02006882","Harrow 033","E09000015","Harrow","E12000007","London",1679,1679,0,82.4,502,3.3,"00AQ","Harrow",NA,25980,18620,23377,29945,25579,17515,24377,27106,-401,-1105,1000,-2839
"2185","Harrow 013A","E01002179","E02000445","Harrow 013","E09000015","Harrow","E12000007","London",2250,2247,3,88.5,795,2.8,"00AQ","Harrow",NA,11156,5938,10748,21102,11240,6409,13213,18698,84,471,2465,-2404
"2186","Harrow 013B","E01002180","E02000445","Harrow 013","E09000015","Harrow","E12000007","London",2085,2085,0,53.8,783,2.7,"00AQ","Harrow",NA,6524,2578,6478,19297,10247,7000,9453,15696,3723,4422,2975,-3601
"2209","Harrow 020C","E01002181","E02000452","Harrow 020","E09000015","Harrow","E12000007","London",1884,1853,31,46.1,682,2.7,"00AQ","Harrow",NA,20028,12157,16769,30402,24625,18258,22977,26705,4597,6101,6208,-3697
"2210","Harrow 020D","E01002182","E02000452","Harrow 020","E09000015","Harrow","E12000007","London",2049,2044,5,102.2,689,3,"00AQ","Harrow",NA,16425,10060,17266,28471,20308,16805,18627,28829,3883,6745,1361,358
"2187","Harrow 013C","E01002183","E02000445","Harrow 013","E09000015","Harrow","E12000007","London",2106,2070,36,113.1,682,3,"00AQ","Harrow",NA,11011,5445,9802,21609,16150,12928,17285,18193,5139,7483,7483,-3416
"2188","Harrow 013D","E01002184","E02000445","Harrow 013","E09000015","Harrow","E12000007","London",1885,1885,0,90.5,677,2.8,"00AQ","Harrow",NA,14161,8493,14878,24477,15551,10385,15009,19694,1390,1892,131,-4783
"2166","Harrow 009A","E01002185","E02000441","Harrow 009","E09000015","Harrow","E12000007","London",1543,1543,0,89.7,585,2.6,"00AQ","Harrow",NA,7216,3066,6422,15250,9188,5581,6917,13953,1972,2515,495,-1297
"2167","Harrow 009B","E01002186","E02000441","Harrow 009","E09000015","Harrow","E12000007","London",1656,1644,12,52.4,794,2.1,"00AQ","Harrow",NA,12895,7525,9937,23949,17175,14146,12927,24441,4280,6621,2990,492
"2168","Harrow 009C","E01002187","E02000441","Harrow 009","E09000015","Harrow","E12000007","London",1843,1821,22,38.1,761,2.4,"00AQ","Harrow",NA,20521,15210,19447,28166,22107,18432,20376,27681,1586,3222,929,-485
"2194","Harrow 016A","E01002188","E02000448","Harrow 016","E09000015","Harrow","E12000007","London",1651,1616,35,33.8,638,2.5,"00AQ","Harrow",NA,32150,32223,32034,32326,32444,32578,32439,32687,294,355,405,361
"2195","Harrow 016B","E01002189","E02000448","Harrow 016","E09000015","Harrow","E12000007","London",1661,1661,0,37.4,714,2.3,"00AQ","Harrow",NA,26245,28646,27015,31113,30538,27299,31106,32293,4293,-1347,4091,1180
"2169","Harrow 009D","E01002190","E02000441","Harrow 009","E09000015","Harrow","E12000007","London",1672,1672,0,12.3,625,2.7,"00AQ","Harrow",NA,30352,31796,29994,32063,30714,31474,31959,32034,362,-322,1965,-29
"2215","Harrow 022A","E01002191","E02000454","Harrow 022","E09000015","Harrow","E12000007","London",1964,1964,0,40.1,667,2.9,"00AQ","Harrow",NA,26120,20172,22831,31591,29980,25395,27145,31444,3860,5223,4314,-147
"2196","Harrow 016C","E01002192","E02000448","Harrow 016","E09000015","Harrow","E12000007","London",1532,1532,0,33.8,638,2.4,"00AQ","Harrow",NA,26189,23573,27152,29345,29331,25372,31827,32071,3142,1799,4675,2726
"2197","Harrow 016D","E01002193","E02000448","Harrow 016","E09000015","Harrow","E12000007","London",1797,1797,0,53.8,740,2.4,"00AQ","Harrow",NA,17656,12544,12948,29290,23847,16846,19019,29946,6191,4302,6071,656
"2216","Harrow 022B","E01002194","E02000454","Harrow 022","E09000015","Harrow","E12000007","London",1724,1721,3,40.5,657,2.6,"00AQ","Harrow",NA,28470,26250,24611,32370,31814,29596,29093,32432,3344,3346,4482,62
"2217","Harrow 022C","E01002195","E02000454","Harrow 022","E09000015","Harrow","E12000007","London",1635,1635,0,58.7,610,2.7,"00AQ","Harrow",NA,28388,22138,26532,31093,30768,25257,27091,30966,2380,3119,559,-127
"2218","Harrow 022D","E01002196","E02000454","Harrow 022","E09000015","Harrow","E12000007","London",1759,1759,0,47.1,616,2.9,"00AQ","Harrow",NA,30863,27250,27467,31532,31962,27565,30554,32446,1099,315,3087,914
"2181","Harrow 012B","E01002197","E02000444","Harrow 012","E09000015","Harrow","E12000007","London",1394,1330,64,75.3,420,3.2,"00AQ","Harrow",NA,22538,19183,21645,28216,22647,15899,21347,22551,109,-3284,-298,-5665
"2172","Harrow 010C","E01002198","E02000442","Harrow 010","E09000015","Harrow","E12000007","London",1820,1820,0,104.2,499,3.6,"00AQ","Harrow",NA,16070,10054,17087,22268,19865,17031,22986,18225,3795,6977,5899,-4043
"2182","Harrow 012C","E01002199","E02000444","Harrow 012","E09000015","Harrow","E12000007","London",1533,1533,0,89.8,467,3.3,"00AQ","Harrow",NA,17059,10811,16502,28036,22728,15163,22149,23251,5669,4352,5647,-4785
"2173","Harrow 010D","E01002200","E02000442","Harrow 010","E09000015","Harrow","E12000007","London",1688,1688,0,48.4,505,3.3,"00AQ","Harrow",NA,15131,8374,15739,25351,18624,15502,22619,18818,3493,7128,6880,-6533
"2183","Harrow 012D","E01002201","E02000444","Harrow 012","E09000015","Harrow","E12000007","London",1742,1742,0,65.6,508,3.4,"00AQ","Harrow",NA,22875,17026,22204,28057,26084,20299,27290,27646,3209,3273,5086,-411
"2184","Harrow 012E","E01002202","E02000444","Harrow 012","E09000015","Harrow","E12000007","London",2056,2039,17,108.6,712,2.9,"00AQ","Harrow",NA,9911,4613,9004,22767,15816,11447,19329,16665,5905,6834,10325,-6102
"2174","Harrow 010E","E01002203","E02000442","Harrow 010","E09000015","Harrow","E12000007","London",1751,1751,0,62.8,524,3.3,"00AQ","Harrow",NA,16591,9748,17964,23178,20728,15257,23407,19826,4137,5509,5443,-3352
"2252","Harrow 032A","E01002204","E02006795","Harrow 032","E09000015","Harrow","E12000007","London",1736,1730,6,97.6,634,2.7,"00AQ","Harrow",NA,19037,10171,22842,27099,19641,15778,20389,23357,604,5607,-2453,-3742
"2253","Harrow 032B","E01002206","E02006795","Harrow 032","E09000015","Harrow","E12000007","London",1387,1387,0,79.2,457,3,"00AQ","Harrow",NA,25390,16789,26347,25377,23248,18895,22958,27406,-2142,2106,-3389,2029
"2254","Harrow 032C","E01002207","E02006795","Harrow 032","E09000015","Harrow","E12000007","London",1730,1729,1,95.3,524,3.3,"00AQ","Harrow",NA,24289,15130,24265,28877,24498,18547,21813,25120,209,3417,-2452,-3757
"2227","Harrow 025A","E01002208","E02000457","Harrow 025","E09000015","Harrow","E12000007","London",1357,1357,0,46.4,483,2.8,"00AQ","Harrow",NA,29872,28799,28536,31050,31648,28678,29902,32287,1776,-121,1366,1237
"2228","Harrow 025B","E01002209","E02000457","Harrow 025","E09000015","Harrow","E12000007","London",1643,1638,5,60.4,546,3,"00AQ","Harrow",NA,21494,19564,23211,29734,25831,21582,22086,29675,4337,2018,-1125,-59
"2255","Harrow 032D","E01002210","E02006795","Harrow 032","E09000015","Harrow","E12000007","London",1604,1595,9,78.2,504,3.2,"00AQ","Harrow",NA,23333,15460,22683,29246,23826,18519,23006,26978,493,3059,323,-2268
"2235","Harrow 028A","E01002211","E02000460","Harrow 028","E09000015","Harrow","E12000007","London",1544,1514,30,90.1,477,3.2,"00AQ","Harrow",NA,9952,4579,8683,17997,10114,6889,8056,10607,162,2310,-627,-7390
"2236","Harrow 028B","E01002212","E02000460","Harrow 028","E09000015","Harrow","E12000007","London",1749,1749,0,63.6,647,2.7,"00AQ","Harrow",NA,12557,8950,12900,23184,14196,8851,16207,20233,1639,-99,3307,-2951
"2234","Harrow 027D","E01002213","E02000459","Harrow 027","E09000015","Harrow","E12000007","London",2912,2911,1,101.6,1116,2.6,"00AQ","Harrow",NA,13405,8168,13078,24518,15002,10415,18161,24081,1597,2247,5083,-437
"2247","Harrow 031A","E01002214","E02000463","Harrow 031","E09000015","Harrow","E12000007","London",1863,1856,7,102.9,612,3,"00AQ","Harrow",NA,16600,8340,13966,25846,15798,10898,15508,18877,-802,2558,1542,-6969
"2248","Harrow 031B","E01002215","E02000463","Harrow 031","E09000015","Harrow","E12000007","London",1535,1535,0,89.4,595,2.6,"00AQ","Harrow",NA,10554,5052,9021,18138,9523,4375,8767,11847,-1031,-677,-254,-6291
"2237","Harrow 028C","E01002216","E02000460","Harrow 028","E09000015","Harrow","E12000007","London",1699,1699,0,63.2,513,3.3,"00AQ","Harrow",NA,21473,15824,20719,26698,24066,17862,24691,26309,2593,2038,3972,-389
"2238","Harrow 028D","E01002217","E02000460","Harrow 028","E09000015","Harrow","E12000007","London",1526,1526,0,101,552,2.8,"00AQ","Harrow",NA,3289,530,4158,13000,5370,2483,5077,10284,2081,1953,919,-2716
"2243","Harrow 030A","E01002218","E02000462","Harrow 030","E09000015","Harrow","E12000007","London",1647,1647,0,50.4,606,2.7,"00AQ","Harrow",NA,17210,13121,18840,29272,17453,15646,21116,24428,243,2525,2276,-4844
"2244","Harrow 030B","E01002219","E02000462","Harrow 030","E09000015","Harrow","E12000007","London",1813,1810,3,61.9,605,3,"00AQ","Harrow",NA,16723,9199,17463,26538,13753,12242,18261,12212,-2970,3043,798,-14326
"2249","Harrow 031C","E01002220","E02000463","Harrow 031","E09000015","Harrow","E12000007","London",1628,1628,0,85.8,493,3.3,"00AQ","Harrow",NA,19933,12685,17840,22353,20995,17342,20631,21229,1062,4657,2791,-1124
