Codes;Names;pop0-15;Working age
E01001573;Greenwich 008C;317;908
E01001574;Greenwich 008D;444;1105
E01001575;Greenwich 003A;449;932
E01001576;Greenwich 003B;435;914
E01001577;Greenwich 003C;475;1045
E01001578;Greenwich 003D;497;1254
E01001579;Greenwich 003E;429;975
E01001580;Greenwich 021A;192;1234
E01001581;Greenwich 016A;239;1118
E01001582;Greenwich 021B;248;878
E01001583;Greenwich 021C;248;1163
E01001584;Greenwich 021D;210;983
E01001585;Greenwich 016B;307;1073
E01001586;Greenwich 016C;241;947
E01001587;Greenwich 016D;260;1095
E01001588;Greenwich 012A;280;975
E01001589;Greenwich 012B;249;1098
E01001590;Greenwich 014A;295;1201
E01001591;Greenwich 012C;440;1188
E01001592;Greenwich 014B;255;1180
E01001593;Greenwich 014C;253;1148
E01001594;Greenwich 014D;385;967
E01001595;Greenwich 012D;437;1100
E01001596;Greenwich 032A;317;991
E01001597;Greenwich 031A;261;978
E01001598;Greenwich 031B;247;999
E01001599;Greenwich 032B;303;971
E01001600;Greenwich 032C;259;1047
E01001601;Greenwich 032D;274;996
E01001602;Greenwich 031C;373;1130
E01001603;Greenwich 031D;307;1024
E01001604;Greenwich 027A;300;975
E01001605;Greenwich 023A;336;1013
E01001606;Greenwich 023B;336;1086
E01001607;Greenwich 027B;292;939
E01001608;Greenwich 027C;291;946
E01001609;Greenwich 027D;265;975
E01001610;Greenwich 023C;305;1026
E01001611;Greenwich 023D;292;996
E01001612;Greenwich 030A;10;1036
E01001613;Greenwich 028A;210;963
E01001614;Greenwich 028B;226;881
E01001615;Greenwich 028C;175;939
E01001616;Greenwich 030B;478;1006
E01001617;Greenwich 028D;231;936
E01001618;Greenwich 030C;357;899
E01001619;Greenwich 030D;298;1113
E01001620;Greenwich 025A;326;957
E01001621;Greenwich 025B;312;945
E01001622;Greenwich 024A;336;914
E01001623;Greenwich 025C;341;1126
E01001624;Greenwich 025D;290;1022
E01001625;Greenwich 025E;305;1004
E01001626;Greenwich 024B;247;729
E01001627;Greenwich 024C;288;756
E01001628;Greenwich 024D;351;910
E01001629;Greenwich 009A;475;1160
E01001630;Greenwich 007A;582;1823
E01001631;Greenwich 007B;522;1147
E01001632;Greenwich 007C;418;1453
E01001633;Greenwich 009B;420;1118
E01001634;Greenwich 009C;461;1100
E01001635;Greenwich 007D;330;1111
E01001636;Greenwich 007E;335;1115
E01001637;Greenwich 009D;340;1124
E01001638;Greenwich 018A;401;1210
E01001639;Greenwich 018B;599;2787
E01001640;Greenwich 018C;483;1545
E01001641;Greenwich 018D;229;1226
E01001642;Greenwich 018E;285;1145
E01001643;Greenwich 018F;320;1355
E01001644;Greenwich 018G;317;1648
E01001645;Greenwich 022A;309;1042
E01001646;Greenwich 019A;632;1907
E01001647;Greenwich 022B;272;911
E01001648;Greenwich 022C;268;1083
E01001649;Greenwich 022D;324;1016
E01001650;Greenwich 019B;294;1062
E01001651;Greenwich 019C;286;986
E01001652;Greenwich 019D;240;1009
E01001653;Greenwich 029A;417;998
E01001654;Greenwich 029B;350;862
E01001655;Greenwich 029C;370;975
E01001656;Greenwich 026A;214;818
E01001657;Greenwich 026B;308;955
E01001658;Greenwich 026C;209;881
E01001659;Greenwich 026D;233;884
E01001660;Greenwich 029D;356;957
E01001661;Greenwich 029E;314;969
E01001662;Greenwich 010A;208;1234
E01001663;Greenwich 010B;491;2346
E01001664;Greenwich 010C;210;1238
E01001665;Greenwich 010D;272;1259
E01001666;Greenwich 010E;262;1063
E01001667;Greenwich 010F;298;1061
E01001668;Greenwich 010G;283;1295
E01001669;Greenwich 013A;455;1152
E01001670;Greenwich 013B;333;1056
E01001671;Greenwich 013C;351;1062
E01001672;Greenwich 006A;468;1255
E01001673;Greenwich 006B;362;1101
E01001674;Greenwich 006C;399;1109
E01001675;Greenwich 006D;423;1271
E01001676;Greenwich 013D;434;1116
E01001677;Greenwich 006E;392;1178
E01001678;Greenwich 017A;335;1026
E01001679;Greenwich 020A;261;906
E01001680;Greenwich 020B;259;978
E01001681;Greenwich 020C;275;873
E01001682;Greenwich 020D;237;816
E01001683;Greenwich 017B;320;1042
E01001684;Greenwich 017C;329;964
E01001685;Greenwich 017D;276;1002
E01001686;Greenwich 020E;320;1127
E01001687;Greenwich 002A;276;736
E01001688;Greenwich 002B;702;1543
E01001689;Greenwich 002C;1011;1902
E01001690;Greenwich 001A;297;1062
E01001691;Greenwich 002D;1172;3126
E01001692;Greenwich 001B;407;889
E01001693;Greenwich 001C;369;931
E01001694;Greenwich 001D;389;1022
E01001695;Greenwich 011A;377;1048
E01001696;Greenwich 011B;378;810
E01001697;Greenwich 011C;544;1296
E01001698;Greenwich 015A;455;1052
E01001699;Greenwich 015B;421;1309
E01001700;Greenwich 011D;446;1182
E01001701;Greenwich 015C;339;861
E01001702;Greenwich 015D;575;944
E01001703;Greenwich 011E;572;1135
E01001704;Greenwich 011F;342;1046
E01001705;Greenwich 005A;540;1230
E01001706;Greenwich 005B;328;987
E01001707;Greenwich 004A;806;2971
E01001708;Greenwich 005C;326;1081
E01001709;Greenwich 004B;257;793
E01001710;Greenwich 005D;479;1032
E01001711;Greenwich 004C;225;1024
E01001712;Greenwich 004D;391;1095
E01001713;Greenwich 005E;466;1058
E01001714;Hackney 002A;313;1110
E01001715;Hackney 007A;161;1105
E01001716;Hackney 007B;195;929
E01001717;Hackney 007C;283;886
E01001718;Hackney 007D;132;1294
E01001719;Hackney 007E;181;757
E01001720;Hackney 007F;182;1267
E01001721;Hackney 002B;332;960
E01001722;Hackney 005A;447;1364
E01001723;Hackney 006A;427;1319
E01001724;Hackney 006B;346;1449
E01001725;Hackney 004A;572;1112
E01001726;Hackney 004B;454;994
E01001727;Hackney 006C;604;1326
E01001728;Hackney 005B;717;1079
E01001729;Hackney 019A;463;1206
E01001730;Hackney 019B;480;1162
E01001731;Hackney 017A;384;1404
E01001732;Hackney 019C;462;1063
E01001733;Hackney 015A;378;1204
E01001734;Hackney 017B;292;1268
E01001735;Hackney 019D;323;1047
E01001736;Hackney 012A;294;1191
E01001737;Hackney 012B;339;1371
E01001738;Hackney 012C;296;1204
E01001739;Hackney 012D;344;1425
E01001740;Hackney 014A;424;1122
E01001741;Hackney 009A;309;1043
E01001742;Hackney 008A;388;1274
E01001743;Hackney 021A;253;1747
E01001744;Hackney 021B;330;1212
E01001745;Hackney 016A;411;1348
E01001746;Hackney 016B;448;1036
E01001747;Hackney 014B;232;1434
E01001748;Hackney 020A;256;1421
E01001749;Hackney 020B;261;1179
E01001750;Hackney 021C;289;1115
E01001751;Hackney 021D;179;1095
E01001752;Hackney 025A;294;1418
E01001753;Hackney 025B;367;1037
E01001754;Hackney 025C;396;1443
E01001755;Hackney 025D;341;1038
E01001756;Hackney 021E;222;1372
E01001757;Hackney 016C;463;1181
E01001758;Hackney 016D;416;1248
E01001759;Hackney 016E;294;1235
E01001760;Hackney 017C;291;1207
E01001761;Hackney 016F;310;1257
E01001762;Hackney 017D;234;1179
E01001763;Hackney 020C;304;1125
E01001764;Hackney 010A;334;1156
E01001765;Hackney 010B;399;925
E01001766;Hackney 010C;396;1729
E01001767;Hackney 010D;289;1073
E01001768;Hackney 006D;378;1331
E01001769;Hackney 006E;293;1103
E01001770;Hackney 010E;320;1016
E01001771;Hackney 027A;195;2180
E01001772;Hackney 024A;335;1040
E01001773;Hackney 025E;359;1273
E01001774;Hackney 024B;320;1210
E01001775;Hackney 024C;359;1061
E01001776;Hackney 025F;271;1047
E01001777;Hackney 027B;415;1470
E01001778;Hackney 027C;287;1606
E01001779;Hackney 026A;328;1349
E01001780;Hackney 027D;275;1215
E01001781;Hackney 026B;339;1084
E01001782;Hackney 026C;291;1350
E01001783;Hackney 026D;369;1212
E01001784;Hackney 027E;368;1188
E01001785;Hackney 015B;270;994
E01001786;Hackney 013A;514;1296
E01001787;Hackney 013B;322;834
E01001788;Hackney 013C;371;931
E01001789;Hackney 015C;333;1108
E01001790;Hackney 013D;370;851
E01001791;Hackney 015D;369;995
E01001792;Hackney 011A;374;1174
E01001793;Hackney 011B;318;1180
E01001794;Hackney 011C;333;1219
E01001795;Hackney 011D;287;1000
E01001796;Hackney 011E;269;1103
E01001797;Hackney 005C;454;1401
E01001798;Hackney 005D;361;1150
E01001799;Hackney 003A;571;919
E01001800;Hackney 004C;511;949
E01001801;Hackney 008B;457;828
E01001802;Hackney 003B;428;834
E01001803;Hackney 008C;321;1153
E01001804;Hackney 003C;516;882
E01001805;Hackney 009B;177;865
E01001806;Hackney 008D;303;1028
E01001807;Hackney 003D;439;1143
E01001808;Hackney 001A;558;1058
E01001809;Hackney 001B;579;1028
E01001810;Hackney 002C;220;722
E01001811;Hackney 002D;320;958
E01001812;Hackney 003E;482;984
E01001813;Hackney 002E;342;863
E01001814;Hackney 001C;430;909
E01001815;Hackney 024D;301;1165
E01001816;Hackney 020D;380;1080
E01001817;Hackney 021F;345;1610
E01001818;Hackney 023A;402;1777
E01001819;Hackney 020E;247;1046
E01001820;Hackney 024E;332;1019
E01001821;Hackney 024F;276;939
E01001822;Hackney 005E;491;1209
E01001823;Hackney 001D;559;939
E01001824;Hackney 004D;570;859
E01001825;Hackney 001E;731;905
E01001826;Hackney 004E;534;1030
E01001827;Hackney 005F;612;1111
E01001828;Hackney 005G;489;1264
E01001829;Hackney 009C;362;1259
E01001830;Hackney 014C;290;1315
E01001831;Hackney 009D;256;1144
E01001832;Hackney 009E;245;1202
E01001833;Hackney 014D;368;1326
E01001834;Hackney 014E;378;1511
E01001835;Hackney 014F;236;1005
E01001836;Hackney 022A;350;1183
E01001837;Hackney 023B;216;1084
E01001838;Hackney 019E;477;1045
E01001839;Hackney 023C;282;1337
E01001840;Hackney 022B;366;1068
E01001841;Hackney 022C;274;970
E01001842;Hackney 023D;439;1091
E01001843;Hackney 023E;316;882
E01001844;Hackney 022D;364;1269
E01001845;Hackney 022E;342;997
E01001846;Hackney 018A;326;835
E01001847;Hackney 018B;246;838
E01001848;Hackney 018C;292;905
E01001849;Hackney 018D;366;1355
E01001850;Hackney 019F;504;1095
E01001851;Hammersmith and Fulham 010A;318;1238
E01001852;Hammersmith and Fulham 007A;134;1428
E01001853;Hammersmith and Fulham 007B;237;1154
E01001854;Hammersmith and Fulham 007C;211;1377
E01001855;Hammersmith and Fulham 010B;185;1307
E01001856;Hammersmith and Fulham 010C;349;1232
E01001857;Hammersmith and Fulham 007D;231;1015
E01001858;Hammersmith and Fulham 006A;238;1168
E01001859;Hammersmith and Fulham 008A;261;1378
E01001860;Hammersmith and Fulham 006B;263;1196
E01001861;Hammersmith and Fulham 006C;228;1008
E01001862;Hammersmith and Fulham 005A;211;1300
E01001863;Hammersmith and Fulham 006D;273;1123
E01001864;Hammersmith and Fulham 006E;211;1079
E01001865;Hammersmith and Fulham 008B;249;1197
E01001866;Hammersmith and Fulham 012A;209;1178
E01001867;Hammersmith and Fulham 012B;102;954
E01001868;Hammersmith and Fulham 012C;305;1026
E01001869;Hammersmith and Fulham 010D;281;1005
E01001870;Hammersmith and Fulham 012D;172;1547
E01001871;Hammersmith and Fulham 012E;196;1316
E01001872;Hammersmith and Fulham 012F;110;1323
E01001873;Hammersmith and Fulham 010E;212;1107
E01001874;Hammersmith and Fulham 001A;291;1385
E01001875;Hammersmith and Fulham 001B;393;1158
E01001876;Hammersmith and Fulham 001C;383;1423
E01001877;Hammersmith and Fulham 001D;200;810
E01001878;Hammersmith and Fulham 001E;394;1081
E01001879;Hammersmith and Fulham 019A;213;1080
E01001880;Hammersmith and Fulham 017A;176;1151
E01001881;Hammersmith and Fulham 017B;188;1300
E01001882;Hammersmith and Fulham 017C;178;1450
E01001883;Hammersmith and Fulham 017D;181;1168
E01001884;Hammersmith and Fulham 017E;206;1231
E01001885;Hammersmith and Fulham 015A;303;977
E01001886;Hammersmith and Fulham 016A;233;1106
E01001887;Hammersmith and Fulham 016B;228;1062
E01001888;Hammersmith and Fulham 018A;199;1221
E01001889;Hammersmith and Fulham 014A;159;1109
E01001890;Hammersmith and Fulham 016C;101;1451
E01001891;Hammersmith and Fulham 018B;179;1580
E01001892;Hammersmith and Fulham 016D;264;1047
E01001893;Hammersmith and Fulham 013A;264;1050
E01001894;Hammersmith and Fulham 013B;208;1074
E01001895;Hammersmith and Fulham 009A;279;1209
E01001896;Hammersmith and Fulham 009B;225;1176
E01001897;Hammersmith and Fulham 009C;315;1057
E01001898;Hammersmith and Fulham 013C;196;1183
E01001899;Hammersmith and Fulham 013D;286;1032
E01001900;Hammersmith and Fulham 013E;256;1245
E01001901;Hammersmith and Fulham 019B;300;1251
E01001902;Hammersmith and Fulham 019C;142;1411
E01001903;Hammersmith and Fulham 019D;284;1174
E01001904;Hammersmith and Fulham 022A;183;1170
E01001905;Hammersmith and Fulham 022B;213;1189
E01001906;Hammersmith and Fulham 022C;164;1211
E01001907;Hammersmith and Fulham 022D;246;958
E01001908;Hammersmith and Fulham 015B;135;1482
E01001909;Hammersmith and Fulham 015C;263;1371
E01001910;Hammersmith and Fulham 014B;127;1367
E01001911;Hammersmith and Fulham 015D;363;1160
E01001912;Hammersmith and Fulham 015E;354;1104
E01001913;Hammersmith and Fulham 014C;90;1457
E01001914;Hammersmith and Fulham 014D;123;1513
E01001915;Hammersmith and Fulham 024A;277;1004
E01001916;Hammersmith and Fulham 024B;192;912
E01001917;Hammersmith and Fulham 018C;170;1141
E01001918;Hammersmith and Fulham 018D;283;1064
E01001919;Hammersmith and Fulham 018E;358;988
E01001920;Hammersmith and Fulham 020A;198;1137
E01001921;Hammersmith and Fulham 020B;261;1112
E01001922;Hammersmith and Fulham 020C;299;1130
E01001923;Hammersmith and Fulham 020D;220;1033
E01001924;Hammersmith and Fulham 020E;281;1096
E01001925;Hammersmith and Fulham 025A;385;1048
E01001926;Hammersmith and Fulham 024C;270;1172
E01001927;Hammersmith and Fulham 008C;303;1024
E01001928;Hammersmith and Fulham 011A;360;1178
E01001929;Hammersmith and Fulham 009D;227;998
E01001930;Hammersmith and Fulham 008D;302;1256
E01001931;Hammersmith and Fulham 011B;338;1142
E01001932;Hammersmith and Fulham 011C;186;1219
E01001933;Hammersmith and Fulham 011D;209;930
E01001934;Hammersmith and Fulham 025B;328;1037
E01001935;Hammersmith and Fulham 023A;243;1464
E01001936;Hammersmith and Fulham 023B;382;1766
E01001937;Hammersmith and Fulham 025C;265;1321
E01001938;Hammersmith and Fulham 025D;304;935
E01001939;Hammersmith and Fulham 023C;408;1296
E01001940;Hammersmith and Fulham 005B;279;1240
E01001941;Hammersmith and Fulham 005C;225;1300
E01001942;Hammersmith and Fulham 005D;224;1345
E01001943;Hammersmith and Fulham 004A;187;1445
E01001944;Hammersmith and Fulham 004B;343;1076
E01001945;Hammersmith and Fulham 004C;252;1247
E01001946;Hammersmith and Fulham 004D;246;1227
E01001947;Hammersmith and Fulham 021A;372;1060
E01001948;Hammersmith and Fulham 021B;197;1508
E01001949;Hammersmith and Fulham 021C;243;1176
E01001950;Hammersmith and Fulham 021D;238;1264
E01001951;Hammersmith and Fulham 021E;240;1291
E01001952;Hammersmith and Fulham 024D;117;1440
E01001953;Hammersmith and Fulham 021F;192;1018
E01001954;Hammersmith and Fulham 003A;312;1047
E01001955;Hammersmith and Fulham 002A;388;1073
E01001956;Hammersmith and Fulham 003B;289;1024
E01001957;Hammersmith and Fulham 002B;406;1081
E01001958;Hammersmith and Fulham 002C;409;1120
E01001959;Hammersmith and Fulham 003C;381;994
E01001960;Hammersmith and Fulham 003D;287;1338
E01001961;Hammersmith and Fulham 002D;464;957
E01001962;Haringey 004A;380;1070
E01001963;Haringey 009A;403;1117
E01001964;Haringey 009B;270;1211
E01001965;Haringey 009C;365;1086
E01001966;Haringey 009D;302;944
E01001967;Haringey 014A;341;1074
E01001968;Haringey 014B;281;1176
E01001969;Haringey 001A;253;1249
E01001970;Haringey 004B;453;1325
E01001971;Haringey 001B;477;1191
E01001972;Haringey 004C;320;1124
E01001973;Haringey 004D;337;1197
E01001974;Haringey 001C;329;1491
E01001975;Haringey 001D;241;1271
E01001976;Haringey 011A;364;981
E01001977;Haringey 011B;392;963
E01001978;Haringey 011C;458;1190
E01001979;Haringey 011D;571;1375
E01001980;Haringey 018A;406;1191
E01001981;Haringey 018B;392;1086
E01001982;Haringey 018C;374;1150
E01001983;Haringey 018D;421;1072
E01001984;Haringey 033A;189;1178
E01001985;Haringey 033B;272;1213
E01001986;Haringey 034A;253;1212
E01001987;Haringey 033C;318;1289
E01001988;Haringey 034B;250;1266
E01001989;Haringey 033D;366;1191
E01001990;Haringey 034C;234;1603
E01001991;Haringey 017A;255;1170
E01001992;Haringey 017B;331;1027
E01001993;Haringey 017C;394;977
E01001994;Haringey 030A;283;1182
E01001995;Haringey 017D;512;1364
E01001996;Haringey 014C;297;1178
E01001997;Haringey 014D;200;1223
E01001998;Haringey 023A;252;1517
E01001999;Haringey 023B;265;1336
E01002000;Haringey 031A;298;1277
E01002001;Haringey 031B;205;1261
E01002002;Haringey 031C;281;1332
E01002003;Haringey 023C;433;1455
E01002004;Haringey 023D;273;1278
E01002005;Haringey 035A;174;1315
E01002006;Haringey 035B;192;1225
E01002007;Haringey 035C;231;1094
E01002008;Haringey 030B;267;940
E01002009;Haringey 035D;238;1210
E01002010;Haringey 030C;260;1034
E01002011;Haringey 030D;218;1171
E01002012;Haringey 020A;503;1646
E01002013;Haringey 022A;269;948
E01002014;Haringey 020B;241;1278
E01002015;Haringey 020C;240;1053
E01002016;Haringey 028A;337;1299
E01002017;Haringey 028B;283;1351
E01002018;Haringey 020D;327;955
E01002019;Haringey 022B;240;859
E01002020;Haringey 021A;259;1117
E01002021;Haringey 022C;272;987
E01002022;Haringey 021B;196;1441
E01002023;Haringey 021C;261;988
E01002024;Haringey 022D;239;846
E01002025;Haringey 021D;331;1107
E01002026;Haringey 016A;322;1155
E01002027;Haringey 010A;271;986
E01002028;Haringey 010B;320;1189
E01002029;Haringey 016B;269;1137
E01002030;Haringey 016C;254;1048
E01002031;Haringey 016D;279;1262
E01002032;Haringey 010C;415;1149
E01002033;Haringey 010D;386;1168
E01002034;Haringey 003A;470;1205
E01002035;Haringey 003B;417;1120
E01002036;Haringey 002A;428;1051
E01002037;Haringey 002B;460;1233
E01002038;Haringey 003C;419;1027
E01002039;Haringey 002C;441;1061
E01002040;Haringey 002D;477;1253
E01002041;Haringey 003D;375;1022
E01002042;Haringey 027A;221;1120
E01002043;Haringey 026A;379;1320
E01002044;Haringey 027B;232;1222
E01002045;Haringey 026B;417;1408
E01002046;Haringey 026C;300;1115
E01002047;Haringey 027C;248;1263
E01002048;Haringey 027D;276;1259
E01002049;Haringey 026D;435;1174
E01002050;Haringey 029A;612;901
E01002051;Haringey 029B;335;1008
E01002052;Haringey 029C;668;904
E01002053;Haringey 032A;357;1131
E01002054;Haringey 032B;487;1118
E01002055;Haringey 029D;460;813
E01002056;Haringey 032C;336;1278
E01002057;Haringey 032D;318;959
E01002058;Haringey 031D;247;1158
E01002059;Haringey 028C;340;1160
E01002060;Haringey 028D;324;1253
E01002061;Haringey 036A;207;1259
E01002062;Haringey 034D;222;1356
E01002063;Haringey 036B;274;1136
E01002064;Haringey 036C;247;1053
E01002065;Haringey 036D;170;1245
E01002066;Haringey 025A;471;1189
E01002067;Haringey 024A;293;1037
E01002068;Haringey 025B;289;1248
E01002069;Haringey 024B;302;1256
E01002070;Haringey 024C;326;1226
E01002071;Haringey 025C;404;998
E01002072;Haringey 025D;310;1221
E01002073;Haringey 024D;346;1179
E01002074;Haringey 012A;538;1205
E01002075;Haringey 015A;429;1150
E01002076;Haringey 015B;418;1185
E01002077;Haringey 012B;474;1155
E01002078;Haringey 015C;509;1478
E01002079;Haringey 012C;375;1048
E01002080;Haringey 015D;245;937
E01002081;Haringey 012D;380;1075
E01002082;Haringey 013A;521;1022
E01002083;Haringey 019A;217;961
E01002084;Haringey 019B;293;1045
E01002085;Haringey 019C;417;1370
E01002086;Haringey 013B;369;1021
E01002087;Haringey 019D;256;1088
E01002088;Haringey 013C;292;1152
E01002089;Haringey 013D;471;967
E01002090;Haringey 005A;340;1063
E01002091;Haringey 006A;387;1039
E01002092;Haringey 006B;382;1137
E01002093;Haringey 005B;465;1118
E01002094;Haringey 006C;454;961
E01002095;Haringey 006D;520;1030
E01002096;Haringey 005C;456;941
E01002097;Haringey 005D;499;1030
E01002098;Haringey 007A;211;1042
E01002099;Haringey 008A;566;1314
E01002100;Haringey 008B;401;1123
E01002101;Haringey 007B;336;1287
E01002102;Haringey 007C;255;1228
E01002103;Haringey 008C;294;1093
E01002104;Haringey 008D;241;998
E01002105;Haringey 007D;316;1486
E01002106;Harrow 008A;408;1329
E01002107;Harrow 012A;417;1099
E01002108;Harrow 008B;395;1145
E01002109;Harrow 008C;338;1112
E01002110;Harrow 008D;364;1036
E01002111;Harrow 008E;475;1253
E01002112;Harrow 001A;301;1081
E01002113;Harrow 002A;264;948
E01002114;Harrow 001B;194;922
E01002115;Harrow 002B;267;989
E01002116;Harrow 002C;255;936
E01002117;Harrow 002D;358;1069
E01002118;Harrow 002E;228;1028
E01002119;Harrow 007A;292;1099
E01002120;Harrow 007B;238;820
E01002121;Harrow 007C;320;1143
E01002122;Harrow 007D;306;1067
E01002123;Harrow 007E;317;1135
E01002124;Harrow 010A;331;1111
E01002125;Harrow 010B;290;1103
E01002126;Harrow 023A;336;1683
E01002127;Harrow 023B;239;1156
E01002128;Harrow 020A;247;1335
E01002129;Harrow 023C;276;1362
E01002130;Harrow 020B;338;1552
E01002131;Harrow 023D;306;1072
E01002132;Harrow 029A;294;1231
E01002133;Harrow 027A;393;1305
E01002134;Harrow 029B;242;1078
E01002135;Harrow 029C;267;1185
E01002136;Harrow 027B;294;1067
E01002137;Harrow 029D;533;1027
E01002138;Harrow 027C;342;1026
E01002139;Harrow 006A;331;874
E01002140;Harrow 005A;349;1077
E01002141;Harrow 005B;284;1073
E01002142;Harrow 005C;314;1120
E01002143;Harrow 005D;360;1028
E01002144;Harrow 004A;251;944
E01002145;Harrow 005E;231;872
E01002146;Harrow 004B;316;909
E01002147;Harrow 004C;209;819
E01002148;Harrow 006B;306;938
E01002149;Harrow 004D;257;926
E01002150;Harrow 006C;290;996
E01002151;Harrow 006D;307;823
E01002152;Harrow 006E;248;988
E01002153;Harrow 019A;314;1104
E01002154;Harrow 015A;424;1298
E01002155;Harrow 019B;268;1048
E01002156;Harrow 015B;264;1003
E01002157;Harrow 019C;269;1111
E01002158;Harrow 019D;295;950
E01002159;Harrow 021A;332;1172
E01002160;Harrow 021B;386;1244
E01002161;Harrow 021C;384;1220
E01002162;Harrow 015C;327;1175
E01002163;Harrow 015D;312;1043
E01002164;Harrow 021D;274;1137
E01002165;Harrow 017A;296;1076
E01002166;Harrow 017B;292;1115
E01002167;Harrow 017C;318;1058
E01002168;Harrow 017D;343;923
E01002169;Harrow 017E;284;1074
E01002170;Harrow 018A;234;875
E01002171;Harrow 018B;318;1062
E01002172;Harrow 014A;326;1062
E01002173;Harrow 014B;275;1160
E01002174;Harrow 018C;263;1051
E01002175;Harrow 018D;196;949
E01002176;Harrow 018E;244;1061
E01002177;Harrow 014C;309;921
E01002178;Harrow 014D;391;1120
E01002179;Harrow 013A;469;1451
E01002180;Harrow 013B;392;1304
E01002181;Harrow 020C;317;1154
E01002182;Harrow 020D;350;1292
E01002183;Harrow 013C;346;1257
E01002184;Harrow 013D;353;1162
E01002185;Harrow 009A;432;1079
E01002186;Harrow 009B;240;1129
E01002187;Harrow 009C;337;1122
E01002188;Harrow 016A;327;1034
E01002189;Harrow 016B;274;1053
E01002190;Harrow 009D;288;1076
E01002191;Harrow 022A;497;1232
E01002192;Harrow 016C;234;898
E01002193;Harrow 016D;379;1088
E01002194;Harrow 022B;304;1007
E01002195;Harrow 022C;333;1022
E01002196;Harrow 022D;360;1130
E01002197;Harrow 012B;249;825
E01002198;Harrow 010C;363;1166
E01002199;Harrow 012C;288;947
E01002200;Harrow 010D;287;1064
E01002201;Harrow 012D;323;1171
E01002202;Harrow 012E;450;1158
E01002203;Harrow 010E;421;1149
E01002204;Harrow 026A;340;1130
E01002205;Harrow 026B;351;1070
E01002206;Harrow 026C;289;872
E01002207;Harrow 026D;398;1055
E01002208;Harrow 025A;275;827
E01002209;Harrow 025B;314;1078
E01002210;Harrow 026E;298;1052
E01002211;Harrow 028A;401;1062
E01002212;Harrow 028B;394;1127
E01002213;Harrow 027D;424;1471
E01002214;Harrow 031A;406;1175
E01002215;Harrow 031B;412;986
E01002216;Harrow 028C;439;1113
E01002217;Harrow 028D;527;1056
E01002218;Harrow 030A;300;1016
E01002219;Harrow 030B;388;1107
E01002220;Harrow 031C;404;1126
E01002221;Harrow 030C;294;1017
E01002222;Harrow 030D;385;1023
E01002223;Harrow 031D;446;1254
E01002224;Harrow 031E;361;1043
E01002225;Harrow 001C;198;885
E01002226;Harrow 001D;335;1304
E01002227;Harrow 003A;347;1106
E01002228;Harrow 003B;545;1333
E01002229;Harrow 003C;213;1008
E01002230;Harrow 003D;284;1141
E01002231;Harrow 013E;426;1149
E01002232;Harrow 011A;319;1152
E01002233;Harrow 011B;375;1319
E01002234;Harrow 011C;350;1115
E01002235;Harrow 011D;448;1187
E01002236;Harrow 011E;399;1196
E01002237;Harrow 024A;284;1126
E01002238;Harrow 024B;397;1166
E01002239;Harrow 025C;300;1004
E01002240;Harrow 024C;292;1073
E01002241;Harrow 025D;401;1098
E01002242;Harrow 024D;393;1190
E01002243;Havering 013A;307;977
E01002244;Havering 011A;276;1034
E01002245;Havering 011B;343;870
E01002246;Havering 017A;342;1037
E01002247;Havering 017B;342;1121
E01002248;Havering 017C;272;814
E01002249;Havering 017D;268;1109
E01002250;Havering 017E;312;1058
E01002251;Havering 017F;358;809
E01002252;Havering 018A;235;849
E01002253;Havering 019A;251;915
E01002254;Havering 019B;260;912
E01002255;Havering 022A;271;905
E01002256;Havering 018B;248;886
E01002257;Havering 019C;295;1016
E01002258;Havering 018C;269;916
E01002259;Havering 018D;267;906
E01002260;Havering 026A;308;1005
E01002261;Havering 026B;330;1034
E01002262;Havering 026C;315;867
E01002263;Havering 026D;267;1123
E01002264;Havering 026E;323;796
E01002265;Havering 025A;263;1027
E01002266;Havering 027A;194;807
E01002267;Havering 027B;313;888
E01002268;Havering 010A;258;790
E01002269;Havering 010B;339;1091
E01002270;Havering 015A;268;1023
E01002271;Havering 015B;243;939
E01002272;Havering 014A;235;929
E01002273;Havering 015C;234;825
E01002274;Havering 014B;288;993
E01002275;Havering 015D;191;772
E01002276;Havering 001A;334;1132
E01002277;Havering 002A;299;1006
E01002278;Havering 001B;381;955
E01002279;Havering 002B;364;944
E01002280;Havering 004A;411;948
E01002281;Havering 002C;363;1011
E01002282;Havering 004B;382;966
E01002283;Havering 002D;335;851
E01002284;Havering 004C;380;1032
E01002285;Havering 025B;180;799
E01002286;Havering 025C;359;1075
E01002287;Havering 023A;296;1083
E01002288;Havering 025D;294;1079
E01002289;Havering 022B;360;954
E01002290;Havering 025E;294;921
E01002291;Havering 023B;206;1084
E01002292;Havering 022C;287;902
E01002293;Havering 007A;271;1188
E01002294;Havering 007B;233;892
E01002295;Havering 010C;242;997
E01002296;Havering 007C;274;1074
E01002297;Havering 004D;293;964
E01002298;Havering 007D;314;983
E01002299;Havering 002E;393;1091
E01002300;Havering 007E;250;904
E01002301;Havering 003A;247;1002
E01002302;Havering 005A;321;982
E01002303;Havering 003B;356;977
E01002304;Havering 003C;193;880
E01002305;Havering 005B;297;1003
E01002306;Havering 003D;458;1005
E01002307;Havering 003E;378;1050
E01002308;Havering 005C;330;911
E01002309;Havering 006A;293;939
E01002310;Havering 006B;285;982
E01002311;Havering 006C;424;969
E01002312;Havering 001C;235;742
