Codes;Names;pop0-15;Working age
E01003024;Lambeth 021D;457;1145
E01003025;Lambeth 021E;372;1328
E01003026;Lambeth 019A;150;1134
E01003027;Lambeth 019B;284;985
E01003028;Lambeth 019C;259;1035
E01003029;Lambeth 017A;152;1307
E01003030;Lambeth 019D;187;1235
E01003031;Lambeth 023A;214;1235
E01003032;Lambeth 017B;314;1286
E01003033;Lambeth 019E;290;1096
E01003034;Lambeth 012A;315;1242
E01003035;Lambeth 012B;158;1364
E01003036;Lambeth 012C;250;1222
E01003037;Lambeth 013A;227;1013
E01003038;Lambeth 013B;177;1106
E01003039;Lambeth 013C;216;1291
E01003040;Lambeth 013D;176;1030
E01003041;Lambeth 017C;275;1127
E01003042;Lambeth 013E;158;876
E01003043;Lambeth 018A;308;1288
E01003044;Lambeth 018B;359;1034
E01003045;Lambeth 011A;546;1132
E01003046;Lambeth 009A;457;1189
E01003047;Lambeth 011B;288;1205
E01003048;Lambeth 009B;467;1234
E01003049;Lambeth 011C;470;1091
E01003050;Lambeth 016B;176;1233
E01003051;Lambeth 018C;392;1126
E01003052;Lambeth 016C;407;1186
E01003053;Lambeth 015B;148;1373
E01003054;Lambeth 015C;144;1578
E01003055;Lambeth 016D;171;1238
E01003056;Lambeth 015D;195;1517
E01003057;Lambeth 017D;260;1283
E01003058;Lambeth 015E;180;1544
E01003059;Lambeth 011D;357;1216
E01003060;Lambeth 011E;361;1124
E01003061;Lambeth 011F;179;891
E01003062;Lambeth 033A;248;1288
E01003063;Lambeth 033B;304;1032
E01003064;Lambeth 028A;285;1153
E01003065;Lambeth 031A;283;872
E01003066;Lambeth 028B;348;1115
E01003067;Lambeth 033C;270;1073
E01003068;Lambeth 031B;369;984
E01003069;Lambeth 033D;321;858
E01003070;Lambeth 033E;325;1054
E01003071;Lambeth 018D;280;1528
E01003072;Lambeth 014A;325;1159
E01003073;Lambeth 014B;289;1172
E01003074;Lambeth 018E;378;1570
E01003075;Lambeth 009C;440;1221
E01003076;Lambeth 014C;283;1536
E01003077;Lambeth 014D;350;1303
E01003078;Lambeth 014E;289;1094
E01003079;Lambeth 027A;350;1099
E01003080;Lambeth 027B;277;1126
E01003081;Lambeth 028C;351;1165
E01003082;Lambeth 031C;269;886
E01003083;Lambeth 030A;304;917
E01003084;Lambeth 030B;259;1062
E01003085;Lambeth 030C;326;1033
E01003086;Lambeth 031D;382;888
E01003087;Lambeth 031E;399;932
E01003088;Lambeth 010A;340;1314
E01003089;Lambeth 008A;519;1362
E01003090;Lambeth 012D;232;1688
E01003091;Lambeth 008B;407;1314
E01003092;Lambeth 008C;384;1119
E01003093;Lambeth 010B;426;1289
E01003094;Lambeth 010C;241;1183
E01003095;Lambeth 012E;280;1308
E01003096;Lambeth 010D;145;1750
E01003097;Lambeth 006A;273;1149
E01003098;Lambeth 005A;294;1057
E01003099;Lambeth 005B;324;1180
E01003100;Lambeth 005C;129;1555
E01003101;Lambeth 003A;326;1147
E01003102;Lambeth 004A;198;1306
E01003103;Lambeth 004B;338;1923
E01003104;Lambeth 004C;206;1321
E01003105;Lambeth 003B;275;1083
E01003106;Lambeth 003C;238;1226
E01003107;Lambeth 003D;248;1265
E01003108;Lambeth 002B;321;1088
E01003109;Lambeth 003E;336;1436
E01003110;Lambeth 002C;189;1122
E01003111;Lambeth 002D;379;975
E01003112;Lambeth 002E;241;1056
E01003113;Lambeth 032A;283;1301
E01003114;Lambeth 032B;270;1184
E01003115;Lambeth 034A;268;1137
E01003116;Lambeth 029A;284;1046
E01003117;Lambeth 029B;198;1265
E01003118;Lambeth 029C;271;1009
E01003119;Lambeth 032C;257;1238
E01003120;Lambeth 032D;205;1250
E01003121;Lambeth 006B;418;1115
E01003122;Lambeth 004D;270;1239
E01003123;Lambeth 006C;256;1151
E01003124;Lambeth 006D;260;1142
E01003125;Lambeth 006E;415;1063
E01003126;Lambeth 008D;346;1129
E01003127;Lambeth 010E;355;1266
E01003128;Lambeth 008E;346;1052
E01003129;Lambeth 004E;310;1445
E01003130;Lambeth 026A;223;1119
E01003131;Lambeth 026B;281;1050
E01003132;Lambeth 024A;336;938
E01003133;Lambeth 027C;315;1159
E01003134;Lambeth 027D;291;954
E01003135;Lambeth 026C;297;1164
E01003136;Lambeth 022A;276;1114
E01003137;Lambeth 022B;299;1078
E01003138;Lambeth 026D;185;1128
E01003139;Lambeth 035A;262;951
E01003140;Lambeth 035B;314;910
E01003141;Lambeth 034B;282;1035
E01003142;Lambeth 035C;282;803
E01003143;Lambeth 035D;332;873
E01003144;Lambeth 034C;307;921
E01003145;Lambeth 034D;234;1146
E01003146;Lambeth 035E;327;947
E01003147;Lambeth 034E;309;1319
E01003148;Lambeth 032E;358;1211
E01003149;Lambeth 030D;253;1161
E01003150;Lambeth 032F;267;994
E01003151;Lambeth 026E;467;1144
E01003152;Lambeth 027E;274;1289
E01003153;Lambeth 029D;198;1398
E01003154;Lambeth 030E;319;1171
E01003155;Lambeth 029E;211;1164
E01003156;Lambeth 023B;269;1082
E01003157;Lambeth 023C;247;1052
E01003158;Lambeth 023D;155;1252
E01003159;Lambeth 022C;374;1266
E01003160;Lambeth 022D;415;1081
E01003161;Lambeth 023E;236;945
E01003162;Lambeth 022E;544;1349
E01003163;Lambeth 023F;247;988
E01003164;Lambeth 025A;358;1498
E01003165;Lambeth 025B;293;1105
E01003166;Lambeth 028D;318;1419
E01003167;Lambeth 028E;356;1108
E01003168;Lambeth 025C;311;1042
E01003169;Lambeth 025D;394;1657
E01003170;Lambeth 025E;348;1219
E01003171;Lambeth 020B;264;1260
E01003172;Lambeth 024B;399;1365
E01003173;Lambeth 020C;234;1107
E01003174;Lambeth 024C;501;1234
E01003175;Lambeth 024D;411;1055
E01003176;Lambeth 016E;424;1088
E01003177;Lambeth 020D;252;1210
E01003178;Lambeth 020E;199;1189
E01003179;Lambeth 024E;512;1105
E01003180;Lambeth 005D;238;1105
E01003181;Lambeth 007A;250;1062
E01003182;Lambeth 009D;326;1208
E01003183;Lambeth 005E;294;1008
E01003184;Lambeth 007B;464;979
E01003185;Lambeth 007C;257;1156
E01003186;Lambeth 007D;244;1348
E01003187;Lambeth 007E;367;1156
E01003188;Lambeth 009E;317;946
E01003189;Lewisham 034A;428;1029
E01003190;Lewisham 034B;531;1223
E01003191;Lewisham 034C;351;1049
E01003192;Lewisham 034D;347;1054
E01003193;Lewisham 029A;294;995
E01003194;Lewisham 029B;325;1003
E01003195;Lewisham 029C;300;965
E01003196;Lewisham 029D;396;1021
E01003197;Lewisham 029E;370;1046
E01003198;Lewisham 009A;252;986
E01003199;Lewisham 007A;255;1278
E01003200;Lewisham 009B;188;1094
E01003201;Lewisham 007B;351;1087
E01003202;Lewisham 009C;188;1065
E01003203;Lewisham 009D;224;1147
E01003204;Lewisham 007C;274;1033
E01003205;Lewisham 007D;442;922
E01003206;Lewisham 007E;242;1072
E01003207;Lewisham 005A;370;1059
E01003208;Lewisham 008A;302;1831
E01003209;Lewisham 005B;387;1295
E01003210;Lewisham 005C;246;1368
E01003211;Lewisham 008B;242;1202
E01003212;Lewisham 005D;288;1400
E01003213;Lewisham 008C;304;1388
E01003214;Lewisham 008D;328;1215
E01003215;Lewisham 005E;226;1460
E01003216;Lewisham 025A;338;1202
E01003217;Lewisham 022A;359;1049
E01003218;Lewisham 022B;338;990
E01003219;Lewisham 025B;343;1103
E01003220;Lewisham 022C;286;1032
E01003221;Lewisham 025C;347;1297
E01003222;Lewisham 022D;343;1062
E01003223;Lewisham 025D;336;1093
E01003224;Lewisham 022E;362;1109
E01003225;Lewisham 015A;299;1054
E01003226;Lewisham 019A;272;1240
E01003227;Lewisham 019B;290;1106
E01003228;Lewisham 019C;235;1042
E01003229;Lewisham 019D;292;1036
E01003230;Lewisham 019E;399;1306
E01003231;Lewisham 015B;289;1159
E01003232;Lewisham 015C;311;1165
E01003233;Lewisham 015D;323;1153
E01003234;Lewisham 036A;295;789
E01003235;Lewisham 036B;282;854
E01003236;Lewisham 032A;396;872
E01003237;Lewisham 032B;369;859
E01003238;Lewisham 032C;367;863
E01003239;Lewisham 032D;382;857
E01003240;Lewisham 036C;363;1006
E01003241;Lewisham 036D;305;920
E01003242;Lewisham 032E;364;734
E01003243;Lewisham 036E;313;879
E01003244;Lewisham 001A;530;938
E01003245;Lewisham 001B;422;669
E01003246;Lewisham 002A;345;896
E01003247;Lewisham 001C;232;1331
E01003248;Lewisham 002B;324;913
E01003249;Lewisham 001D;309;1126
E01003250;Lewisham 001E;360;1167
E01003251;Lewisham 002C;452;1157
E01003252;Lewisham 002D;503;1017
E01003253;Lewisham 002E;298;992
E01003254;Lewisham 021A;253;953
E01003255;Lewisham 021B;236;1349
E01003256;Lewisham 028A;283;1275
E01003257;Lewisham 028B;321;1037
E01003258;Lewisham 028C;470;954
E01003259;Lewisham 028D;254;1106
E01003260;Lewisham 021C;379;1090
E01003261;Lewisham 021D;310;1053
E01003262;Lewisham 021E;273;909
E01003263;Lewisham 023A;350;1021
E01003264;Lewisham 031A;297;983
E01003265;Lewisham 031B;306;1008
E01003266;Lewisham 031C;358;1106
E01003267;Lewisham 031D;360;978
E01003268;Lewisham 023B;318;1086
E01003269;Lewisham 023C;254;1018
E01003270;Lewisham 023D;308;1067
E01003271;Lewisham 023E;261;1087
E01003272;Lewisham 014A;289;1441
E01003273;Lewisham 011A;362;1365
E01003274;Lewisham 014B;336;1321
E01003275;Lewisham 014C;359;1075
E01003276;Lewisham 014D;447;1246
E01003277;Lewisham 011B;274;1302
E01003278;Lewisham 011C;303;1436
E01003279;Lewisham 011D;269;1182
E01003280;Lewisham 016A;297;1048
E01003281;Lewisham 016B;308;946
E01003282;Lewisham 013A;325;1669
E01003283;Lewisham 013B;405;1267
E01003284;Lewisham 013C;285;1173
E01003285;Lewisham 016C;241;1021
E01003286;Lewisham 013D;310;982
E01003287;Lewisham 016D;317;1260
E01003288;Lewisham 012A;256;1118
E01003289;Lewisham 012B;399;1883
E01003290;Lewisham 012C;225;1230
E01003291;Lewisham 012D;395;965
E01003292;Lewisham 017A;263;1176
E01003293;Lewisham 017B;277;1072
E01003294;Lewisham 017C;356;1842
E01003295;Lewisham 017D;343;1135
E01003296;Lewisham 012E;210;1242
E01003297;Lewisham 003A;273;1064
E01003298;Lewisham 004A;292;954
E01003299;Lewisham 003B;303;1031
E01003300;Lewisham 004B;365;930
E01003301;Lewisham 003C;360;1529
E01003302;Lewisham 003D;346;1057
E01003303;Lewisham 004C;248;1099
E01003304;Lewisham 004D;285;1366
E01003305;Lewisham 003E;365;1009
E01003306;Lewisham 004E;351;1008
E01003307;Lewisham 024A;302;1037
E01003308;Lewisham 024B;387;1142
E01003309;Lewisham 027A;379;948
E01003310;Lewisham 027B;324;1076
E01003311;Lewisham 027C;256;1001
E01003312;Lewisham 027D;278;1191
E01003313;Lewisham 027E;378;994
E01003314;Lewisham 024C;294;1150
E01003315;Lewisham 024D;264;898
E01003316;Lewisham 024E;276;950
E01003317;Lewisham 020A;308;1144
E01003318;Lewisham 020B;298;1090
E01003319;Lewisham 018A;373;1109
E01003320;Lewisham 018B;378;1013
E01003321;Lewisham 020C;272;1172
E01003322;Lewisham 020D;273;948
E01003323;Lewisham 018C;282;1013
E01003324;Lewisham 020E;272;908
E01003325;Lewisham 018D;300;1098
E01003326;Lewisham 035A;255;964
E01003327;Lewisham 035B;289;1187
E01003328;Lewisham 035C;278;1163
E01003329;Lewisham 033A;342;1042
E01003330;Lewisham 033B;358;957
E01003331;Lewisham 033C;279;875
E01003332;Lewisham 033D;236;1044
E01003333;Lewisham 035D;285;1124
E01003334;Lewisham 033E;270;1094
E01003335;Lewisham 035E;398;949
E01003336;Lewisham 010A;361;904
E01003337;Lewisham 010B;471;1009
E01003338;Lewisham 006A;360;1054
E01003339;Lewisham 006B;303;1182
E01003340;Lewisham 006C;205;1405
E01003341;Lewisham 006D;304;1129
E01003342;Lewisham 010C;255;1152
E01003343;Lewisham 006E;274;1019
E01003344;Lewisham 010D;291;1260
E01003345;Lewisham 010E;254;1279
E01003346;Lewisham 026A;363;931
E01003347;Lewisham 030A;548;1057
E01003348;Lewisham 030B;303;883
E01003349;Lewisham 026B;386;795
E01003350;Lewisham 030C;349;836
E01003351;Lewisham 026C;336;816
E01003352;Lewisham 030D;384;1017
E01003353;Lewisham 030E;328;1092
E01003354;Lewisham 026D;364;1070
E01003355;Merton 009A;178;1326
E01003356;Merton 009B;327;1291
E01003357;Merton 012A;360;1261
E01003358;Merton 009C;178;1387
E01003359;Merton 006A;250;1319
E01003360;Merton 006B;204;1305
E01003361;Merton 015A;277;1128
E01003362;Merton 021A;244;846
E01003363;Merton 021B;342;1042
E01003364;Merton 021C;296;1094
E01003365;Merton 021D;249;889
E01003366;Merton 016A;215;1068
E01003367;Merton 005A;261;1604
E01003368;Merton 008A;271;1102
E01003369;Merton 005B;192;1378
E01003370;Merton 005C;227;1466
E01003371;Merton 005D;202;1083
E01003372;Merton 008B;322;1142
E01003373;Merton 018A;354;891
E01003374;Merton 022A;323;871
E01003375;Merton 022B;265;949
E01003376;Merton 012B;369;1042
E01003377;Merton 012C;460;997
E01003378;Merton 018B;430;1268
E01003379;Merton 018C;376;1067
E01003380;Merton 011A;265;1258
E01003381;Merton 016B;135;1123
E01003382;Merton 011B;235;1147
E01003383;Merton 009D;201;1360
E01003384;Merton 009E;255;1184
E01003385;Merton 011C;312;1122
E01003386;Merton 013A;482;1207
E01003387;Merton 014A;356;1059
E01003388;Merton 013B;279;1016
E01003389;Merton 013C;355;1105
E01003390;Merton 018D;387;964
E01003391;Merton 014B;351;803
E01003392;Merton 013D;218;932
E01003393;Merton 008C;222;1034
E01003394;Merton 007A;339;1258
E01003395;Merton 007B;295;996
E01003396;Merton 007C;217;1141
E01003397;Merton 007D;274;1143
E01003398;Merton 007E;357;1137
E01003399;Merton 011D;189;1134
E01003400;Merton 003A;189;1206
E01003401;Merton 004A;167;1018
E01003402;Merton 004B;247;1133
E01003403;Merton 004C;194;1111
E01003404;Merton 004D;142;1213
E01003405;Merton 018E;346;1038
E01003406;Merton 008D;421;1162
E01003407;Merton 008E;269;1410
E01003408;Merton 012D;248;1437
E01003409;Merton 013E;405;1040
E01003410;Merton 012E;341;1106
E01003411;Merton 014C;335;1120
E01003412;Merton 014D;404;1060
E01003413;Merton 017A;372;1107
E01003414;Merton 017B;350;1052
E01003415;Merton 017C;349;1016
E01003416;Merton 017D;310;995
E01003417;Merton 025A;282;976
E01003418;Merton 025B;305;907
E01003419;Merton 025C;390;1096
E01003420;Merton 025D;291;851
E01003421;Merton 021E;257;1068
E01003422;Merton 025E;203;865
E01003423;Merton 011E;268;1132
E01003424;Merton 015B;305;963
E01003425;Merton 015C;264;931
E01003426;Merton 015D;320;1212
E01003427;Merton 023A;281;1243
E01003428;Merton 015E;284;1019
E01003429;Merton 019A;351;884
E01003430;Merton 019B;386;926
E01003431;Merton 019C;400;948
E01003432;Merton 019D;479;918
E01003433;Merton 019E;315;928
E01003434;Merton 017E;324;889
E01003435;Merton 014E;240;866
E01003436;Merton 023B;339;928
E01003437;Merton 022C;321;1160
E01003438;Merton 024A;409;960
E01003439;Merton 023C;315;1035
E01003440;Merton 022D;316;998
E01003441;Merton 022E;388;1044
E01003442;Merton 010A;298;1101
E01003443;Merton 010B;341;1024
E01003444;Merton 010C;287;1033
E01003445;Merton 010D;338;1132
E01003446;Merton 016C;199;1267
E01003447;Merton 016D;295;1035
E01003448;Merton 023D;368;995
E01003449;Merton 024B;376;1038
E01003450;Merton 024C;394;943
E01003451;Merton 024D;313;1073
E01003452;Merton 024E;382;1057
E01003453;Merton 023E;331;1033
E01003454;Merton 003B;184;1033
E01003455;Merton 005E;180;1315
E01003456;Merton 003C;202;1115
E01003457;Merton 006C;341;1147
E01003458;Merton 006D;235;1238
E01003459;Merton 006E;303;1536
E01003460;Merton 002A;278;956
E01003461;Merton 004E;236;1187
E01003462;Merton 002B;313;963
E01003463;Merton 010E;291;868
E01003464;Merton 002C;300;821
E01003465;Merton 002D;290;777
E01003466;Merton 020A;268;1066
E01003467;Merton 020B;323;1025
E01003468;Merton 020C;349;1117
E01003469;Merton 020D;356;1041
E01003470;Merton 020E;340;1161
E01003471;Merton 016E;243;1001
E01003472;Merton 001A;318;905
E01003473;Merton 001B;209;964
E01003474;Merton 001C;382;919
E01003475;Merton 001D;242;1236
E01003476;Merton 003D;365;971
E01003477;Merton 003E;290;1129
E01003478;Merton 001E;312;1180
E01003479;Newham 035A;321;1009
E01003480;Newham 033A;401;1073
E01003481;Newham 035B;238;1089
E01003482;Newham 033B;457;1552
E01003483;Newham 032A;371;957
E01003484;Newham 032B;350;1081
E01003485;Newham 035C;373;1072
E01003486;Newham 033C;364;769
E01003487;Newham 033D;372;865
E01003488;Newham 019A;442;1039
E01003489;Newham 019B;521;993
E01003490;Newham 019C;454;1046
E01003491;Newham 022A;311;1097
E01003492;Newham 025A;460;1157
E01003493;Newham 025B;465;1294
E01003494;Newham 025C;451;1182
E01003495;Newham 025D;467;1224
E01003496;Newham 027A;278;944
E01003497;Newham 034A;413;1024
E01003498;Newham 027B;398;1094
E01003499;Newham 030A;509;1209
E01003500;Newham 027C;433;1143
E01003501;Newham 030B;422;1190
E01003502;Newham 030C;348;1044
E01003503;Newham 030D;369;948
E01003504;Newham 034B;482;2254
E01003505;Newham 034C;394;820
E01003506;Newham 034D;423;957
E01003507;Newham 031A;348;1173
E01003508;Newham 031B;335;880
E01003509;Newham 031C;348;1138
E01003510;Newham 034E;366;1015
E01003511;Newham 036A;377;676
E01003512;Newham 036B;372;1080
E01003513;Newham 035D;360;960
E01003514;Newham 036C;423;958
E01003515;Newham 036D;395;1038
E01003516;Newham 032C;449;1042
E01003517;Newham 036E;405;971
E01003518;Newham 032D;332;1108
E01003519;Newham 032E;319;1029
E01003520;Newham 018A;407;1249
E01003521;Newham 018B;361;1340
E01003522;Newham 018C;432;1051
E01003523;Newham 024A;470;1185
E01003524;Newham 019D;418;1145
E01003525;Newham 018D;425;1105
E01003526;Newham 018E;470;1159
E01003527;Newham 024B;376;997
E01003528;Newham 005A;356;772
E01003529;Newham 010A;435;1446
E01003530;Newham 010B;395;1134
E01003531;Newham 010C;356;1132
E01003532;Newham 010D;419;1139
E01003533;Newham 011A;387;1092
E01003534;Newham 010E;622;1417
E01003535;Newham 023A;448;1025
E01003536;Newham 023B;540;1060
E01003537;Newham 024C;478;1146
E01003538;Newham 029A;492;1154
E01003539;Newham 029B;497;1181
E01003540;Newham 029C;451;1035
E01003541;Newham 029D;448;994
E01003542;Newham 024D;549;1033
E01003543;Newham 001A;415;1275
E01003544;Newham 001B;392;1163
E01003545;Newham 006A;385;1055
E01003546;Newham 001C;519;1129
E01003547;Newham 007A;356;1222
E01003548;Newham 006B;400;1380
E01003549;Newham 006C;331;1316
E01003550;Newham 001D;402;1140
E01003551;Newham 009A;308;1110
E01003552;Newham 016A;366;1041
E01003553;Newham 009B;396;1182
E01003554;Newham 009C;257;1260
E01003555;Newham 007B;333;1111
E01003556;Newham 008A;384;1216
E01003557;Newham 006D;350;1250
E01003558;Newham 008B;408;969
E01003559;Newham 009D;352;1475
E01003560;Newham 011B;469;1095
E01003561;Newham 007C;403;1139
E01003562;Newham 014A;431;1358
E01003563;Newham 011C;507;1230
E01003564;Newham 014B;493;1485
E01003565;Newham 014C;373;1083
E01003566;Newham 014D;423;1079
E01003567;Newham 007D;434;1162
E01003568;Newham 017A;487;1455
E01003569;Newham 017B;350;1120
E01003570;Newham 008C;458;1244
E01003571;Newham 008D;499;1345
E01003572;Newham 008E;422;1037
E01003573;Newham 017C;453;1243
E01003574;Newham 017D;533;1579
E01003575;Newham 005B;451;950
E01003576;Newham 002A;472;1032
E01003577;Newham 005C;552;970
E01003578;Newham 003A;482;1109
E01003579;Newham 004A;456;1081
E01003580;Newham 005D;491;1003
E01003581;Newham 002B;450;1025
E01003582;Newham 002C;471;966
E01003583;Newham 002D;505;1064
E01003584;Newham 003B;427;1258
E01003585;Newham 004B;399;941
E01003586;Newham 003C;343;1111
E01003587;Newham 004C;529;1394
E01003588;Newham 011D;398;1081
E01003589;Newham 011E;475;1186
E01003590;Newham 003D;376;922
E01003591;Newham 004D;511;1238
E01003592;Newham 022B;423;1170
E01003593;Newham 027D;419;979
E01003594;Newham 026A;371;1051
E01003595;Newham 026B;366;952
E01003596;Newham 016B;348;1034
E01003597;Newham 016C;345;1005
E01003598;Newham 021A;424;948
E01003599;Newham 022C;389;927
E01003600;Newham 021B;382;966
E01003601;Newham 028A;486;1200
E01003602;Newham 026C;369;1163
E01003603;Newham 028B;389;1137
E01003604;Newham 031D;510;1287
E01003605;Newham 028C;447;1177
E01003606;Newham 022D;372;1176
E01003607;Newham 026D;379;952
E01003608;Newham 028D;398;1179
E01003609;Newham 037A;485;1382
E01003610;Newham 037B;475;1818
E01003611;Newham 037C;485;865
E01003612;Newham 037D;328;2053
E01003613;Newham 013A;499;2107
E01003614;Newham 013B;204;1042
E01003615;Newham 013C;355;1077
E01003616;Newham 012A;327;1083
E01003617;Newham 012B;357;1491
E01003618;Newham 012C;275;1442
E01003619;Newham 012D;318;1276
E01003620;Newham 013D;379;1074
E01003621;Newham 023C;383;947
E01003622;Newham 023D;379;951
E01003623;Newham 023E;515;950
E01003624;Newham 024E;406;883
E01003625;Newham 015A;451;1104
E01003626;Newham 015B;378;1082
E01003627;Newham 015C;310;1120
E01003628;Newham 015D;390;1074
E01003629;Newham 015E;347;1087
E01003630;Newham 021C;406;1065
E01003631;Newham 020A;348;1240
E01003632;Newham 020B;404;1344
E01003633;Newham 020C;454;1111
E01003634;Newham 020D;405;1064
E01003635;Newham 016D;289;1212
E01003636;Newham 020E;439;1064
E01003637;Newham 021D;333;1092
E01003638;Redbridge 017A;316;934
E01003639;Redbridge 013A;345;1100
E01003640;Redbridge 013B;370;1091
E01003641;Redbridge 013C;412;1107
E01003642;Redbridge 013D;429;1001
E01003643;Redbridge 017B;377;1097
E01003644;Redbridge 017C;343;1016
E01003645;Redbridge 017D;558;1532
E01003646;Redbridge 012A;328;1095
E01003647;Redbridge 015A;334;985
E01003648;Redbridge 012B;254;869
E01003649;Redbridge 012C;296;979
E01003650;Redbridge 015B;288;868
E01003651;Redbridge 012D;280;961
E01003652;Redbridge 015C;368;967
E01003653;Redbridge 015D;308;926
E01003654;Redbridge 004A;363;1017
E01003655;Redbridge 004B;263;979
E01003656;Redbridge 005A;243;966
E01003657;Redbridge 005B;365;1365
E01003658;Redbridge 004C;347;1004
E01003659;Redbridge 005C;367;1099
E01003660;Redbridge 004D;329;1093
E01003661;Redbridge 019A;425;1205
E01003662;Redbridge 019B;367;1150
E01003663;Redbridge 019C;340;948
E01003664;Redbridge 019D;416;1058
E01003665;Redbridge 019E;405;962
E01003666;Redbridge 019F;494;1384
E01003667;Redbridge 019G;689;1804
E01003668;Redbridge 007A;208;1084
E01003669;Redbridge 007B;317;1095
E01003670;Redbridge 007C;323;976
E01003671;Redbridge 007D;343;1056
E01003672;Redbridge 007E;139;678
E01003673;Redbridge 007F;283;1138
E01003674;Redbridge 007G;249;1167
E01003675;Redbridge 016A;327;1004
E01003676;Redbridge 016B;389;1015
E01003677;Redbridge 016C;284;890
E01003678;Redbridge 011A;341;989
E01003679;Redbridge 011B;314;1066
E01003680;Redbridge 011C;347;953
E01003681;Redbridge 011D;344;1011
E01003682;Redbridge 016D;394;1108
E01003683;Redbridge 030A;542;1175
E01003684;Redbridge 030B;471;1054
E01003685;Redbridge 030C;449;1141
E01003686;Redbridge 030D;427;1129
E01003687;Redbridge 030E;572;1571
E01003688;Redbridge 030F;394;1084
E01003689;Redbridge 030G;416;1003
E01003690;Redbridge 021A;218;892
E01003691;Redbridge 025A;386;980
E01003692;Redbridge 021B;391;1072
E01003693;Redbridge 025B;319;1029
E01003694;Redbridge 021C;301;1004
E01003695;Redbridge 025C;332;1093
E01003696;Redbridge 021D;381;1037
E01003697;Redbridge 025D;323;1021
E01003698;Redbridge 006A;347;948
E01003699;Redbridge 006B;251;884
E01003700;Redbridge 006C;470;1391
E01003701;Redbridge 006D;378;1072
E01003702;Redbridge 006E;286;1060
E01003703;Redbridge 006F;538;1547
E01003704;Redbridge 006G;370;1018
E01003705;Redbridge 010A;441;1182
E01003706;Redbridge 010B;341;914
E01003707;Redbridge 008A;305;913
E01003708;Redbridge 008B;331;881
E01003709;Redbridge 008C;288;975
E01003710;Redbridge 008D;288;949
E01003711;Redbridge 010C;303;974
E01003712;Redbridge 010D;337;841
E01003713;Redbridge 028A;372;1089
E01003714;Redbridge 028B;512;1377
E01003715;Redbridge 028C;472;1254
E01003716;Redbridge 028D;387;1121
E01003717;Redbridge 028E;352;1006
E01003718;Redbridge 028F;360;1283
E01003719;Redbridge 028G;363;1247
E01003720;Redbridge 002A;309;1034
E01003721;Redbridge 003A;345;920
E01003722;Redbridge 002B;358;964
E01003723;Redbridge 002C;394;954
E01003724;Redbridge 003B;292;837
E01003725;Redbridge 003C;332;977
E01003726;Redbridge 002D;338;848
E01003727;Redbridge 003D;367;899
E01003728;Redbridge 032A;443;1158
E01003729;Redbridge 032B;391;973
E01003730;Redbridge 032C;493;1053
E01003731;Redbridge 033A;392;940
E01003732;Redbridge 032D;409;971
E01003733;Redbridge 032E;420;1174
E01003734;Redbridge 033B;428;1039
E01003735;Redbridge 033C;778;1182
E01003736;Redbridge 033D;478;992
E01003737;Redbridge 031A;341;1097
E01003738;Redbridge 031B;430;1313
E01003739;Redbridge 031C;401;1023
E01003740;Redbridge 031D;437;1286
E01003741;Redbridge 031E;322;983
E01003742;Redbridge 031F;499;1287
E01003743;Redbridge 031G;398;1066
E01003744;Redbridge 001A;170;831
E01003745;Redbridge 001B;301;906
E01003746;Redbridge 001C;176;853
E01003747;Redbridge 001D;271;818
E01003748;Redbridge 001E;265;930
E01003749;Redbridge 001F;247;1007
E01003750;Redbridge 001G;296;1040
E01003751;Redbridge 020A;394;1197
E01003752;Redbridge 023A;409;1490
E01003753;Redbridge 020B;457;1166
E01003754;Redbridge 020C;365;971
E01003755;Redbridge 023B;484;1194
E01003756;Redbridge 023C;496;1300
E01003757;Redbridge 020D;467;1283
E01003758;Redbridge 023D;665;1418
E01003759;Redbridge 009A;272;929
E01003760;Redbridge 009B;377;1113
E01003761;Redbridge 009C;649;1102
E01003762;Redbridge 009D;359;1080
E01003763;Redbridge 009E;403;1157
E01003764;Redbridge 009F;315;1281
E01003765;Redbridge 009G;290;1033
E01003766;Redbridge 024A;420;1213
E01003767;Redbridge 024B;406;1076
E01003768;Redbridge 024C;315;1140
E01003769;Redbridge 022A;339;1052
E01003770;Redbridge 022B;474;1372
E01003771;Redbridge 022C;397;1192
E01003772;Redbridge 024D;380;1039
E01003773;Redbridge 022D;358;983
E01003774;Redbridge 014A;198;1238
E01003775;Redbridge 014B;252;1070
E01003776;Redbridge 014C;199;946
E01003777;Redbridge 014D;232;1221
E01003778;Redbridge 014E;237;1195
E01003779;Redbridge 014F;219;991
E01003780;Redbridge 014G;327;966
E01003781;Redbridge 026A;322;1014
E01003782;Redbridge 026B;394;1093
E01003783;Redbridge 029A;369;1273
E01003784;Redbridge 029B;358;1212
E01003785;Redbridge 029C;369;1257
E01003786;Redbridge 026C;321;904
E01003787;Redbridge 026D;338;984
E01003788;Redbridge 029D;289;1168
E01003789;Redbridge 018A;196;999
E01003790;Redbridge 027A;277;981
E01003791;Redbridge 027B;254;1059
E01003792;Redbridge 027C;305;967
E01003793;Redbridge 027D;266;927
E01003794;Redbridge 018B;333;978
E01003795;Redbridge 018C;300;781
E01003796;Redbridge 018D;286;1055
E01003797;Richmond upon Thames 001A;354;864
E01003798;Richmond upon Thames 001B;310;945
